district,epc,hpr
EN9,64.6,0.86
CM16,63.2,0.85
IG10,63.1,0.82
CM17,74.7,1.06
CM19,61.1,0.89
CM5,61.1,0.88
CM21,70.3,0.94
IG7,63.2,0.82
IG9,62.4,0.79
RM4,60.3,0.87
E4,67.7,0.92
CM18,83.0,1.14
CM4,56.9,0.84
IG8,59.9,0.72
CM22,61.2,0.85
EN10,61.8,0.86
EN11,62.2,0.92
CM1,49.0,0.63
CM15,33.0,0.35
