outcode,epc,hpr,lat,long
EN9,64.6,0.86,51.6961713,0.0149921
CM16,63.2,0.85,51.7002877,0.1200906
IG10,63.1,0.82,51.6484187,0.0659951
CM17,74.7,1.06,51.7731801,0.1464635
CM19,61.1,0.89,51.7594581,0.0711651
CM5,61.1,0.88,51.7217242,0.2482353
CM21,70.3,0.94,51.8122758,0.1452281
IG7,63.2,0.82,51.6143123,0.0956944
IG9,62.4,0.79,51.6258577,0.0402651
RM4,60.3,0.87,51.6410737,0.1587939
E4,67.7,0.92,51.6218323,-0.0057248
CM18,83.0,1.14,51.7552911,0.1060047
CM4,56.9,0.84,51.6750757,0.3903574
IG8,59.9,0.72,51.6100214,0.0381164
CM22,61.2,0.85,51.8657844,0.2271806
EN10,61.8,0.86,51.7381929,-0.023162
EN11,62.2,0.92,51.7655817,-0.0091349
CM1,49.0,0.63,51.7467319,0.4577894
CM15,33.0,0.35,51.6443998,0.3035113
