district,epc,hpr
CB1,65.5,0.84
CB4,66.3,0.86
CB3,70.3,0.89
CB2,75.7,0.99
CB5,66.1,0.86
CB23,69.8,0.96
CB22,45.2,0.68
CB24,81.0,1.13
MK10,83.0,1.16
CB21,69.0,0.81
CV1,60.0,1.07
YO1,62.0,1.06
