district,epc,hpr
SA4,63.4,0.9
SA7,65.1,0.92
SA2,60.6,0.82
SA6,60.7,0.84
SA1,64.6,0.85
SA5,61.8,0.85
SA3,58.5,0.85
SA8,58.7,0.93
SA18,43.9,0.79
DN32,84.0,1.13
SW11,83.0,1.02
