postcode,epc,hpr
SA4 3PB,58.3,0.77
SA7 0NG,73.2,1.04
SA2 0FT,61.2,0.88
SA6 5RZ,58.5,0.91
SA2 8PA,66.5,0.94
SA6 8BD,57.3,0.73
SA2 7RP,56.1,0.83
SA2 8BA,61.3,0.77
SA2 9AH,54.0,0.69
SA4 3PP,62.8,0.97
SA1 7FZ,77.3,1.05
SA5 8DT,57.9,0.84
SA1 3TZ,57.7,0.7
SA5 4RE,53.8,0.71
SA3 5BJ,68.4,0.96
SA1 4JP,56.0,0.64
SA1 6YN,60.2,0.76
SA4 9DY,55.7,0.94
SA2 0LP,54.1,0.69
SA1 2PE,57.7,0.75
SA1 5BD,81.1,1.05
SA6 5AY,52.6,0.67
SA3 3EX,58.8,0.89
SA4 3SL,72.3,0.98
SA5 5HU,60.8,0.87
SA1 8PN,83.3,1.14
SA3 4QA,67.4,0.99
SA1 2HF,62.0,0.76
SA4 4QD,76.7,1.06
SA1 4HX,72.2,0.86
SA6 6EN,60.8,0.91
SA1 6JW,59.3,0.65
SA1 4JW,51.5,0.58
SA5 8AE,63.8,0.87
SA3 5SW,80.2,1.02
SA3 2AA,58.4,0.81
SA6 6JG,63.9,0.91
SA4 8TF,83.2,1.18
SA4 3GX,78.1,1.07
SA1 6FJ,56.8,0.68
SA2 0DS,57.4,0.67
SA4 4ZA,66.0,1.0
SA1 6TN,64.6,0.93
SA4 4FN,60.6,0.96
SA5 9ER,62.8,0.94
SA1 6JE,57.0,0.62
SA2 9LG,53.2,0.76
SA5 7AU,58.9,0.87
SA5 7DX,106.2,1.16
SA1 8RE,84.8,1.17
SA3 5PE,52.8,0.83
SA1 3TU,53.5,0.64
SA2 0EB,54.3,0.63
SA1 1UU,71.1,0.93
SA3 1AE,41.6,0.78
SA6 5EQ,71.1,0.95
SA4 3XN,67.8,0.94
SA6 5BE,69.0,0.76
SA1 2HG,60.1,0.77
SA7 9UL,55.7,0.73
SA1 7EB,67.9,0.98
SA4 3YG,68.5,0.98
SA1 4QR,63.2,0.72
SA7 9TT,51.9,0.71
SA1 6LE,54.8,0.79
SA1 8BE,59.5,0.77
SA1 8HT,52.9,0.67
SA4 3FY,66.5,1.01
SA6 6HE,53.8,0.87
SA2 0AQ,57.6,0.69
SA1 7EG,83.2,1.18
SA4 4NW,78.2,0.99
SA3 1LB,53.2,0.88
SA1 6JN,62.7,0.75
SA4 9WW,71.5,1.03
SA3 1BZ,58.4,0.96
SA5 7DE,60.7,0.9
SA7 0HP,79.2,1.1
SA6 5DE,63.0,0.87
SA3 3AS,51.0,0.89
SA1 6FD,53.2,0.67
SA6 8HX,65.0,0.95
SA2 7EH,57.2,0.77
SA5 7DQ,92.6,1.16
SA1 6LG,59.1,0.9
SA6 7NU,59.3,0.87
SA6 7HW,80.3,1.03
SA4 8PU,67.0,0.9
SA2 7NT,57.6,0.89
SA6 6RX,61.4,0.9
SA6 6QY,55.3,0.86
SA6 5DG,80.9,1.15
SA1 6HE,76.6,0.99
SA1 6QN,64.4,0.96
SA1 6BQ,55.1,0.61
SA3 4BP,84.2,1.18
SA4 4QF,73.9,1.06
SA3 2DD,55.5,0.83
SA1 3UP,77.8,0.9
SA2 0BB,53.1,0.64
SA5 7LF,53.0,0.73
SA6 5AX,56.8,0.7
SA5 9JZ,60.8,0.71
SA4 4FE,47.0,0.57
SA6 6DZ,60.2,0.83
SA1 8NZ,82.1,1.11
SA5 4TG,64.3,0.91
SA1 4JT,61.7,0.68
SA4 3EN,61.8,0.94
SA4 3EP,60.7,0.91
SA4 3XW,57.4,0.7
SA2 0UL,51.2,0.57
SA3 4JY,59.6,0.84
SA2 7HU,62.0,0.91
SA1 6PU,78.7,0.99
SA1 6PJ,57.1,0.8
SA1 6EJ,65.4,0.83
SA1 6UL,62.4,0.93
SA1 2LU,65.1,0.83
SA5 5BH,60.2,0.7
SA3 5DS,52.3,0.86
SA1 2EW,83.4,1.14
SA2 9DE,57.5,0.68
SA3 5AE,69.3,0.93
SA1 6XN,56.6,0.69
SA1 3AN,69.7,1.0
SA4 6GG,70.8,1.0
SA4 8TH,50.0,0.71
SA2 8NS,68.5,1.02
SA4 6PL,57.9,0.81
SA1 7FS,82.0,1.1
SA1 6RW,59.9,0.94
SA1 4EW,68.7,0.86
SA5 8EY,56.1,0.73
SA4 3SJ,57.4,0.74
SA3 2AW,49.9,0.82
SA1 2AY,71.7,0.93
SA6 6BQ,62.2,0.9
SA2 7LB,39.2,0.78
SA1 6BR,59.4,0.68
SA6 6RD,58.2,0.81
SA1 6EN,52.9,0.7
SA4 6PF,83.9,1.18
SA6 7AE,53.6,0.68
SA2 0AF,55.8,0.68
SA1 8PP,77.8,1.0
SA5 8PE,56.4,0.69
SA5 7DD,61.1,0.8
SA5 9AU,55.8,0.75
SA5 4RQ,56.5,0.7
SA1 7DQ,52.9,0.66
SA1 7HU,59.4,0.73
SA2 7DW,65.3,0.99
SA2 0BP,52.6,0.6
SA4 3ED,56.4,0.71
SA5 9DW,61.2,0.84
SA1 7FD,73.5,1.01
SA4 4EJ,79.0,1.03
SA4 4YR,63.0,0.88
SA1 1JW,64.4,0.98
SA1 6YE,59.5,0.71
SA7 9LN,55.4,0.75
SA3 5EF,64.2,0.9
SA4 6SW,66.6,0.95
SA4 9GY,80.5,1.17
SA2 9FB,78.0,0.91
SA5 4TN,71.9,0.94
SA6 8DA,53.4,0.65
SA2 0UY,57.4,0.81
