district,epc,hpr
EX16,61.2,0.89
EX15,62.9,0.94
EX17,59.4,0.9
EX18,54.3,0.88
EX5,58.0,0.87
EX6,53.7,0.92
TA21,47.3,0.8
EX14,52.7,0.87
EX20,43.9,0.87
TA22,47.5,0.83
TA4,60.9,0.86
EX94,83.0,1.15
EX36,52.0,1.02
EX30,79.0,1.17
