59,1.0
57,0.91
18,0.55
74,1.02
28,0.75
56,1.02
41,0.83
47,0.57
65,0.98
42,0.6
80,1.14
66,0.98
43,0.62
61,0.97
61,0.97
58,0.81
39,0.86
46,0.48
56,0.69
43,0.56
76,0.94
69,0.96
39,0.74
67,1.07
52,0.75
64,0.83
85,0.92
2,0.4
32,0.89
50,0.96
27,0.6
54,0.88
66,1.04
62,0.95
54,0.99
35,0.65
40,0.81
61,0.72
42,0.77
20,0.5
31,0.76
56,0.68
44,0.48
25,0.55
56,0.59
85,0.92
74,1.05
28,0.71
65,1.04
16,0.57
61,0.8
54,0.93
71,1.06
66,0.87
23,0.89
67,0.98
51,0.99
53,0.99
57,0.85
65,0.95
58,0.83
75,1.06
40,1.0
21,0.74
65,1.04
44,0.83
70,1.11
65,1.04
21,0.62
24,0.55
39,0.66
56,0.89
59,0.94
36,0.69
35,0.61
43,0.62
63,1.0
79,1.14
63,0.95
65,0.95
55,0.99
57,0.8
4,0.36
15,0.65
82,0.97
39,0.94
68,1.13
15,0.52
69,0.96
1,0.3
22,0.39
93,0.89
26,0.51
85,0.98
58,0.94
65,0.98
59,0.7
47,0.9
43,0.62
59,1.06
33,0.76
51,0.87
70,1.16
41,0.73
77,1.0
56,0.79
60,0.9
24,0.53
47,0.87
55,0.96
58,1.0
74,1.05
19,0.54
55,0.94
55,0.99
34,0.35
59,0.94
17,0.52
70,1.04
25,0.76
21,0.59
52,1.02
37,0.81
55,1.02
82,1.15
41,0.92
18,0.43
60,0.94
60,1.0
27,0.55
72,0.96
55,0.48
54,0.63
56,0.77
35,0.82
67,1.01
1,0.3
40,0.73
47,1.01
63,1.09
11,0.82
69,0.98
32,0.76
42,0.6
87,1.11
28,0.7
37,0.35
15,0.32
40,0.81
65,1.06
67,0.95
64,1.01
86,0.84
6,0.51
70,1.04
40,0.46
20,0.7
86,0.92
86,0.92
75,1.14
61,0.9
43,0.78
39,0.66
39,0.77
63,1.0
35,0.55
52,0.83
58,0.97
22,0.75
57,0.88
50,0.7
52,0.77
44,0.73
27,0.68
33,0.82
1,0.53
35,0.71
50,0.47
61,0.96
36,0.87
64,0.91
45,0.62
41,0.73
77,1.14
53,0.93
16,0.44
35,0.91
58,0.48
70,0.99
68,1.05
68,1.07
35,0.46
31,0.6
5,0.62
55,0.78
45,0.54
2,0.62
46,0.58
30,0.59
44,1.08
74,0.96
49,0.87
37,0.94
15,0.78
33,0.86
29,0.84
39,0.83
15,0.54
53,0.75
22,0.63
78,1.05
61,0.94
56,0.99
84,0.92
40,0.56
45,0.82
1,0.59
28,0.34
44,0.46
48,0.87
35,0.52
83,0.98
28,0.7
67,0.95
23,0.43
13,0.42
14,0.52
46,0.88
56,0.99
72,1.05
37,0.57
41,0.83
25,0.39
13,0.53
49,0.76
46,0.62
22,0.77
32,0.86
51,0.93
28,0.6
49,1.01
18,0.45
2,0.3
50,0.59
7,0.57
54,1.03
18,0.58
27,0.71
9,0.57
55,1.02
43,0.95
23,0.53
30,0.56
34,0.81
55,0.79
48,1.1
17,0.58
64,0.83
17,0.52
66,1.04
77,0.97
47,0.57
36,0.57
49,0.76
49,0.87
55,0.88
42,0.72
30,0.89
24,0.69
47,0.61
77,1.12
38,0.78
58,0.58
46,0.67
67,1.04
30,0.66
33,0.59
35,0.92
65,1.01
54,0.93
