53,0.99
80,1.1
65,0.98
66,0.89
52,0.63
81,1.16
46,0.72
68,1.01
68,0.95
71,1.04
74,1.02
73,0.96
70,0.96
59,0.8
66,1.04
86,1.07
51,0.79
70,1.01
59,1.03
9,0.53
65,0.98
54,0.48
49,0.8
62,0.75
51,0.73
73,1.05
49,0.76
69,1.01
84,1.18
69,1.01
78,1.05
64,0.75
65,1.01
71,1.02
35,0.61
73,1.05
81,0.97
79,1.17
34,0.41
30,0.47
65,0.89
57,0.77
74,0.96
73,1.08
38,0.45
72,1.02
58,0.74
63,0.86
61,1.0
62,1.12
72,0.96
69,1.04
77,1.02
74,1.02
68,1.01
86,1.18
51,0.73
52,0.79
54,0.69
84,1.03
67,1.04
37,0.57
57,0.91
58,0.6
50,0.73
47,0.67
73,1.05
61,0.72
77,1.05
51,0.84
56,0.59
67,0.9
74,1.02
68,1.01
83,1.18
49,0.58
27,0.62
61,0.94
57,0.85
20,0.64
69,1.01
80,1.13
64,0.89
65,0.89
60,0.7
84,1.18
63,0.86
84,1.18
71,1.04
81,1.0
84,0.98
87,1.07
84,1.13
68,1.01
61,0.8
48,0.84
85,1.18
69,1.01
58,0.8
76,1.11
75,1.05
69,1.01
73,1.02
84,1.18
57,0.7
86,1.18
56,0.77
69,1.01
72,1.02
56,0.64
52,0.73
84,1.18
79,1.0
70,0.96
38,0.55
84,1.12
72,1.02
43,0.78
58,0.83
83,1.18
49,0.68
60,0.94
75,0.99
69,1.01
72,1.02
74,0.99
66,0.95
52,0.95
76,1.02
84,1.18
62,1.03
63,0.8
48,0.93
67,1.01
78,1.05
80,1.16
84,1.18
86,1.18
69,0.96
64,1.01
27,0.75
80,0.91
71,1.04
32,0.6
52,0.69
73,1.08
50,0.47
65,1.01
45,1.04
83,1.18
67,1.01
35,0.71
57,1.0
81,1.14
73,1.02
78,1.05
82,1.0
61,0.69
73,1.08
73,1.02
84,1.03
63,0.78
65,1.01
64,0.89
41,0.66
55,0.58
20,0.33
62,0.86
71,0.96
68,0.78
62,0.95
49,0.63
67,0.72
72,0.99
39,0.67
66,1.01
94,1.11
60,0.74
66,0.89
66,0.98
69,1.01
82,1.13
60,1.0
70,0.87
76,1.05
62,0.75
70,1.04
63,0.72
59,1.0
66,1.04
67,1.01
62,0.89
69,1.01
34,0.61
76,0.88
62,0.75
57,0.85
65,1.01
71,1.02
67,0.95
87,1.18
69,0.96
74,1.05
72,1.02
46,0.75
44,0.98
47,0.98
71,0.97
73,1.05
67,0.81
80,1.0
77,1.02
62,0.89
85,1.18
79,0.91
83,1.09
55,0.59
63,1.03
73,0.96
68,1.01
83,1.18
64,1.01
61,0.94
51,0.99
71,0.96
75,1.05
31,0.72
66,1.01
68,0.95
82,1.13
70,1.01
65,0.92
73,0.99
57,1.02
64,1.01
57,0.64
69,0.96
67,0.95
67,0.87
77,1.02
66,0.78
77,0.97
64,1.01
68,1.01
26,0.59
63,1.0
54,0.93
82,1.13
56,0.99
76,1.05
53,0.68
70,1.01
84,1.18
70,1.04
74,1.05
71,0.96
52,0.67
66,0.69
78,1.08
62,1.0
75,1.05
77,1.05
67,1.01
58,0.51
70,1.01
62,0.95
37,0.74
29,0.73
35,0.41
83,1.13
70,1.01
68,0.87
78,1.0
74,1.08
74,0.99
73,1.05
70,1.01
62,0.49
1,0.52
76,1.05
65,0.95
62,0.77
67,1.01
43,1.0
14,0.53
56,0.99
66,0.72
63,0.75
7,0.42
66,0.75
66,1.04
79,1.17
85,1.18
67,1.01
66,0.98
69,1.01
74,0.88
71,1.04
45,0.69
52,0.85
42,0.92
7,0.51
84,1.13
85,1.18
53,0.89
81,1.12
68,0.95
44,0.66
69,0.96
27,0.55
69,1.01
69,0.96
73,0.96
86,1.18
76,1.05
82,1.17
72,1.05
82,1.16
71,1.07
67,1.01
59,0.77
50,0.47
77,0.97
71,1.04
42,0.46
74,1.02
86,1.18
71,1.02
57,0.85
57,0.74
23,0.95
74,1.02
45,0.72
84,1.18
69,1.01
70,1.01
70,1.01
83,1.0
64,1.01
84,1.18
81,1.06
68,1.01
64,1.03
83,1.18
83,1.0
47,0.62
74,1.05
70,0.96
64,0.92
50,0.89
69,0.96
78,0.91
63,0.68
71,1.04
73,0.88
62,0.75
57,0.74
64,0.72
72,1.05
64,1.03
69,1.04
56,0.94
58,0.94
32,0.46
37,0.6
35,0.82
