53,0.48
79,1.06
83,1.18
87,1.18
67,1.01
61,0.69
84,1.18
59,0.51
84,1.18
69,0.96
40,0.49
81,0.94
72,0.76
57,0.77
84,1.18
64,0.72
57,0.88
77,1.05
44,0.72
66,0.69
72,0.96
71,0.87
78,1.05
70,0.99
74,1.05
84,1.18
65,1.01
59,0.68
84,1.18
84,1.18
24,0.72
58,0.94
71,0.9
72,0.9
71,1.02
57,0.97
73,0.79
59,0.6
79,0.91
61,0.94
71,0.96
65,1.01
76,1.05
63,0.86
74,1.05
45,0.58
60,0.91
84,1.18
77,1.05
77,1.05
62,0.52
67,0.72
85,1.18
68,1.04
84,1.16
77,1.0
65,0.72
69,0.98
84,1.18
81,1.03
69,0.96
77,1.05
28,0.68
84,1.18
77,1.05
59,0.94
75,0.96
64,1.01
63,0.65
60,0.74
84,1.18
86,1.15
63,0.78
78,1.05
84,1.18
76,1.05
66,0.69
63,1.03
66,0.81
65,0.89
69,0.78
86,1.18
87,1.18
67,0.78
65,0.72
64,0.52
52,0.79
86,1.18
85,1.14
75,1.05
64,0.52
83,1.18
64,0.81
60,0.97
65,0.75
70,0.7
58,0.74
75,1.05
61,0.77
50,0.93
80,1.0
77,1.05
82,0.77
67,0.95
69,1.04
70,0.9
84,1.15
53,0.99
77,1.05
48,0.87
83,1.13
65,0.78
85,1.18
72,0.99
75,1.05
66,0.75
85,1.18
73,1.05
74,1.05
66,1.04
74,1.05
87,1.18
60,0.89
85,1.18
71,0.84
84,1.18
59,0.64
77,1.05
54,0.93
49,0.67
66,0.78
76,1.05
83,1.18
42,0.92
49,0.93
68,1.01
69,1.01
75,1.02
70,0.99
71,0.96
62,0.95
85,1.15
23,0.53
61,0.8
74,0.85
79,1.08
66,0.78
69,0.87
62,0.75
74,0.88
69,0.78
84,1.18
83,1.16
72,1.05
70,0.79
86,1.15
78,1.05
62,0.86
81,1.03
67,1.01
69,0.7
78,1.05
70,0.93
72,0.85
71,1.02
85,1.15
73,1.05
67,0.98
84,1.18
68,0.95
77,1.05
84,1.01
70,1.01
64,0.69
65,1.01
84,1.18
62,0.75
59,0.77
86,1.17
50,0.73
74,1.05
18,0.45
73,0.9
