65,0.98
39,0.66
80,1.03
72,1.05
59,0.97
73,0.96
84,1.18
84,1.18
60,0.83
73,0.96
78,0.71
77,1.02
73,1.02
76,1.05
67,0.72
70,0.81
78,0.97
77,1.02
74,0.96
67,1.04
49,0.93
66,1.01
61,0.89
64,0.86
82,1.06
54,0.78
70,0.87
72,0.96
11,0.7
84,1.18
74,1.05
74,1.05
72,0.93
69,0.9
70,0.86
64,0.95
55,1.06
57,0.97
67,0.5
60,0.86
64,0.61
79,1.08
84,1.18
39,0.36
62,0.75
84,1.18
84,1.18
64,0.69
74,1.02
65,0.95
66,0.95
70,1.07
67,0.98
87,1.07
71,0.99
55,0.48
70,0.9
74,1.02
79,1.0
65,0.91
83,1.16
80,0.97
80,0.97
64,1.01
84,1.18
63,0.89
64,0.95
48,0.67
63,0.69
73,0.99
47,0.74
68,0.9
64,0.49
48,0.6
36,0.85
75,0.96
79,0.97
84,1.18
84,1.18
68,0.95
59,1.1
69,0.98
83,1.18
61,0.74
55,0.88
79,1.03
68,1.01
67,0.7
84,1.13
75,0.88
70,0.96
85,1.18
45,0.46
84,1.18
63,0.8
66,0.39
83,1.18
70,1.04
49,0.37
66,0.65
68,0.78
36,0.88
50,0.73
72,0.96
83,1.18
77,1.05
84,1.18
48,0.77
84,1.11
67,0.6
83,1.18
51,0.99
83,1.16
51,0.79
53,0.88
85,0.78
68,0.95
74,1.05
69,1.04
73,1.02
75,1.09
83,1.18
84,1.16
77,1.05
73,0.99
74,0.93
67,0.95
74,0.99
77,0.97
85,1.18
76,1.14
84,1.16
53,0.73
75,1.05
60,0.97
57,0.68
84,1.18
67,0.98
83,1.18
85,1.15
40,0.46
72,0.99
59,0.97
80,0.97
69,0.98
63,0.95
71,1.04
70,0.99
65,0.75
75,1.09
70,0.7
71,0.87
55,0.94
59,0.86
74,0.99
70,1.01
69,0.98
73,1.05
57,0.94
68,1.04
83,1.18
48,0.84
68,0.95
63,0.98
78,1.0
76,0.85
46,0.79
84,1.18
78,1.11
66,1.04
66,0.95
71,1.02
84,1.18
68,0.87
48,0.78
60,0.69
82,1.17
68,1.01
69,0.87
62,1.03
56,0.79
82,1.17
81,1.06
83,1.18
66,1.01
72,1.07
63,0.89
73,0.99
74,0.96
42,0.49
60,1.0
83,1.18
71,0.7
78,0.91
73,0.96
54,0.62
65,0.98
42,0.86
65,0.86
74,1.05
69,1.01
80,1.0
77,0.97
66,0.84
64,0.69
85,1.18
85,1.18
45,0.84
68,0.95
67,0.95
83,1.18
81,1.06
73,1.02
75,0.96
74,1.05
71,0.93
77,0.97
70,0.81
86,1.18
83,1.0
70,0.99
84,1.18
59,0.91
83,1.15
60,1.03
84,1.18
41,0.74
64,0.76
79,1.06
85,1.11
83,1.18
68,0.75
84,1.18
85,1.18
59,0.97
32,0.67
69,0.9
69,0.81
58,1.03
45,1.01
63,0.69
42,0.36
78,0.97
69,0.87
84,1.18
79,1.06
69,0.98
45,0.49
62,1.0
78,1.0
75,0.99
69,0.96
48,0.47
77,1.01
63,0.69
84,1.18
53,0.96
84,1.13
77,0.91
65,0.98
71,1.02
84,1.18
63,0.59
71,1.02
84,1.18
83,1.18
83,1.18
62,0.52
69,1.04
65,0.98
85,1.15
82,1.0
72,0.96
71,1.04
84,1.18
84,1.13
76,1.12
86,1.14
50,0.7
84,1.18
69,1.01
78,1.0
68,0.75
60,0.51
62,0.52
76,1.05
75,0.96
77,1.05
68,1.04
55,0.51
83,1.15
74,1.05
60,1.0
71,0.9
84,1.13
66,0.95
72,0.96
74,0.99
65,1.11
79,0.97
65,0.95
66,0.89
61,0.94
70,1.01
61,0.94
77,1.05
73,1.05
89,1.18
68,0.98
83,1.16
50,0.89
82,1.15
65,0.78
57,0.51
84,1.18
65,0.75
74,0.96
78,1.05
65,0.81
82,1.17
62,0.97
20,0.33
68,1.04
24,0.45
84,1.18
68,1.04
62,0.95
70,1.01
76,1.02
68,1.01
70,1.01
55,0.48
80,1.0
26,0.67
35,0.45
84,1.18
57,0.74
66,1.01
57,0.7
65,0.78
65,0.89
63,0.69
89,1.07
68,0.98
70,0.66
80,1.0
72,0.9
85,1.18
83,1.1
84,1.18
54,1.02
71,1.02
78,1.05
85,1.18
58,0.77
84,1.18
66,0.98
72,1.05
69,1.04
74,0.79
57,0.71
63,0.8
86,1.15
85,1.01
74,1.05
43,0.66
70,1.01
53,0.49
68,0.93
62,1.0
60,0.94
85,1.18
71,1.02
63,1.1
75,1.05
73,0.99
57,0.97
81,0.8
84,1.13
62,0.83
63,0.95
68,0.98
81,1.09
68,0.95
84,1.18
77,1.05
75,1.05
69,0.9
73,1.05
76,1.05
76,1.05
70,1.01
60,0.51
87,1.18
67,1.01
84,1.18
69,0.98
72,0.9
67,0.9
63,0.86
76,0.97
72,0.99
82,1.0
83,1.18
63,0.8
70,0.81
86,1.18
75,1.05
85,1.18
67,0.87
68,0.95
67,0.9
78,0.97
76,1.05
75,0.96
70,1.01
78,1.05
84,1.18
80,1.09
73,1.02
75,0.99
71,0.96
77,1.05
83,1.16
70,0.81
76,1.05
77,0.91
58,0.48
77,1.05
70,0.96
83,1.18
75,1.05
58,0.8
62,0.97
70,0.96
59,0.8
66,0.65
71,0.96
71,0.99
81,1.09
69,0.96
75,0.99
61,0.49
68,1.04
71,1.02
68,1.01
73,0.88
50,0.54
84,1.18
62,0.77
70,0.87
67,1.01
65,0.75
84,1.18
84,1.18
71,0.99
58,1.03
75,0.99
85,1.18
69,0.9
73,0.99
76,1.08
65,0.89
66,0.71
33,0.9
60,0.69
82,1.17
79,1.0
51,0.9
83,1.03
85,1.18
56,0.64
66,0.95
71,0.79
68,0.95
61,1.1
52,0.47
83,1.18
61,1.0
73,1.05
73,0.93
79,1.08
67,0.9
64,0.95
78,1.05
70,0.99
48,0.47
69,1.01
79,1.0
58,0.88
63,0.95
83,1.0
71,0.99
59,0.88
59,0.48
67,0.92
75,0.99
86,1.18
55,1.05
70,0.79
71,0.96
83,1.18
64,0.72
73,1.05
100,1.2
60,0.86
67,0.75
75,1.05
71,0.99
85,1.14
85,1.15
66,0.98
83,1.18
72,1.05
67,0.75
69,0.73
68,0.95
62,0.92
66,0.72
83,1.18
48,0.7
77,1.08
36,0.91
84,1.18
71,1.02
71,0.99
87,1.11
69,0.9
66,0.95
64,0.98
80,1.06
53,0.73
70,0.7
42,0.92
58,0.77
61,0.89
84,1.18
69,0.96
64,0.75
71,1.04
59,1.0
39,0.64
69,0.96
24,0.69
80,1.0
84,1.18
76,0.99
40,0.36
69,1.01
56,0.68
74,0.93
73,1.05
71,1.02
68,0.98
70,0.96
68,1.11
66,0.95
62,0.75
72,1.02
68,0.95
71,0.87
23,0.83
86,1.18
57,0.48
67,0.81
50,0.5
40,0.76
62,1.03
65,0.78
85,1.18
82,1.0
46,0.67
39,0.78
55,1.06
66,0.87
69,0.76
83,1.18
39,0.57
63,0.49
67,0.95
64,0.86
56,0.79
71,0.99
77,0.77
75,0.99
66,0.95
79,1.03
63,0.95
61,0.8
58,0.48
44,0.98
74,1.02
83,1.18
63,0.98
72,0.99
69,0.76
