district,epc,hpr
NR32,62.5,0.85
IP18,60.1,0.85
IP11,63.5,0.89
IP12,61.3,0.9
IP19,58.6,0.89
NR34,60.2,0.87
NR33,61.9,0.85
IP5,67.8,0.97
IP17,60.1,0.9
IP15,61.6,0.86
IP16,64.4,0.91
IP10,60.5,0.89
IP13,59.6,0.89
IP6,54.6,0.88
IP4,65.7,0.96
NR35,61.2,0.88
IP3,65.2,0.96
IP20,50.1,0.8
NR31,48.2,0.68
