district,epc,hpr
PE1,63.7,0.85
PE3,67.7,0.93
PE4,67.5,0.95
PE2,69.1,0.96
PE8,64.7,0.94
PE7,77.8,1.07
PE6,65.3,0.96
PE9,58.7,0.88
PE5,60.7,0.9
PE13,59.5,0.81
