outcode,epc,hpr,lat,long
BH14,65.6,0.9,50.7214367,-1.9445851
BH15,67.0,0.91,50.7223607,-1.985506
BH1,64.4,0.86,50.7249204,-1.8602459
BH23,64.8,0.93,50.7475595,-1.7543605
BH13,68.3,0.91,50.7088605,-1.920442
BH17,66.1,0.94,50.746875,-1.9800404
BH7,61.7,0.87,50.7364005,-1.8263105
BH2,64.9,0.85,50.7210819,-1.8840411
BH21,62.9,0.92,50.8125355,-1.974537
BH18,63.5,0.93,50.7595167,-1.9984276
BH6,63.6,0.89,50.7276493,-1.8019536
BH9,61.4,0.89,50.749635,-1.8727345
BH4,64.9,0.85,50.7212551,-1.8997372
BH10,62.7,0.91,50.7595614,-1.8929555
BH8,65.1,0.89,50.7419912,-1.8519359
BH5,65.5,0.87,50.725298,-1.8322739
BH11,65.4,0.93,50.7622035,-1.9198635
BH12,64.4,0.9,50.7374063,-1.9273505
BH3,61.5,0.86,50.7365886,-1.8833558
BH16,66.6,0.9,50.740203,-2.0474413
BH22,85.0,1.18,50.8053042,-1.888586
