district,epc,hpr
BH14,65.6,0.9
BH15,67.0,0.91
BH1,64.4,0.86
BH23,64.8,0.93
BH13,68.3,0.91
BH17,66.1,0.94
BH7,61.7,0.87
BH2,64.9,0.85
BH21,62.9,0.92
BH18,63.5,0.93
BH6,63.6,0.89
BH9,61.4,0.89
BH4,64.9,0.85
BH10,62.7,0.91
BH8,65.1,0.89
BH5,65.5,0.87
BH11,65.4,0.93
BH12,64.4,0.9
BH3,61.5,0.86
BH16,66.6,0.9
BH22,85.0,1.18
