district,epc,hpr
OX9,65.8,0.92
OX11,66.6,0.95
OX39,67.9,0.96
RG4,61.9,0.89
RG8,62.8,0.9
OX33,61.8,0.87
RG9,60.8,0.84
OX49,57.2,0.85
OX44,59.7,0.87
OX10,65.1,0.91
OX14,56.9,0.82
OX3,68.7,1.0
OX4,62.3,0.89
HP18,44.5,0.77
HP14,36.9,0.59
