sector,epc,hpr,lat,long
SE1 2,71.6,0.88,-0.0763370833333333,51.50216090789476
SE16 2,70.6,0.83,-0.0522163233830845,51.49257890547264
SE16 7,75.5,0.97,-0.0435697832512315,51.49678913300496
SE17 3,69.0,0.8,-0.1005800829268293,51.486655360975575
SE1 5,69.6,0.87,-0.0728735738396624,51.49002216455696
SE15 5,67.4,0.8,-0.0714918437499999,51.47371618750005
SE5 7,68.1,0.78,-0.0873991919642856,51.47711536607142
SE17 1,75.6,0.91,-0.0918100511627907,51.49144610232557
SE1 1,69.8,0.84,-0.0933221445783132,51.50171983132528
SE15 3,65.7,0.77,-0.0570121991150442,51.46297104424783
SE1 0,72.0,0.89,-0.1000575738636363,51.502760880681805
SE1 6,73.8,0.86,-0.0987428024691357,51.49572926543212
SE19 1,62.6,0.78,-0.083869284916201,51.4233546648045
SE5 9,64.7,0.72,-0.0987719684210526,51.47067785789475
SE15 6,71.9,0.89,-0.0755974261603375,51.48000433755277
SE17 2,66.5,0.71,-0.087936025974026,51.48681829437231
SE16 3,73.1,0.92,-0.0640223333333333,51.49076802564103
SE16 5,71.1,0.94,-0.0404195538461538,51.504135507692304
SE15 2,68.3,0.8,-0.0580888507462687,51.47322938805968
SE22 0,61.3,0.68,-0.0659219570552147,51.45104723312885
SE1 9,77.9,0.9,-0.0967281437499999,51.5059000875
SE15 4,64.2,0.72,-0.0707799545454545,51.466260259740245
SE11 4,64.9,0.72,-0.1071352131979694,51.49009877157359
SE22 8,64.2,0.73,-0.0777080093457943,51.45566536915888
SE1 3,72.6,0.91,-0.0803967336065573,51.49895149590165
SE1 4,71.2,0.83,-0.0874491489361702,51.49736674468088
SE5 8,63.9,0.74,-0.0863317008547008,51.468480307692325
SE16 4,73.2,0.89,-0.0636912186046511,51.4987816744186
SE15 1,67.7,0.77,-0.0595536753246753,51.48062363636365
SE22 9,62.1,0.69,-0.0718991171874999,51.45691649218751
SE16 6,69.1,0.96,-0.0436216129032258,51.50082016129032
SE4 2,71.4,0.82,-0.0403138212560386,51.46129657487921
SE5 0,69.7,0.8,-0.0961394293193717,51.47969017801048
SE24 9,56.1,0.61,-0.0978310588235294,51.452025286764695
SE21 7,55.2,0.65,-0.083476902173913,51.44487301086957
SE21 8,62.0,0.73,-0.0913666197916666,51.436258406250005
SE26 6,61.4,0.77,-0.0647134644351464,51.42784915062761
SE1 8,73.7,0.86,-0.1081147513513513,51.50307472432432
SE23 3,63.5,0.72,-0.0563447983870967,51.44287637903221
SE1 7,67.3,0.75,-0.1138492522935779,51.49784283486237
SE8 5,68.3,0.79,-0.0366471593406593,51.48595420879121
SE14 5,69.2,0.81,-0.0477503839285714,51.47536061160712
SE21 9,63.0,0.59,-0.08715,51.436412
SE8 3,81.9,1.03,-0.0267180813397129,51.4844449473684
SE7 7,81.0,1.13,0.0286015550847457,51.4832603474576
SE17 8,75.0,0.99,nan,nan
BS10 7,65.0,1.08,-2.6270326245353166,51.51261598141267
SE17 9,56.0,0.48,-0.0984474444444444,51.48914922222222
SE21 6,64.0,0.49,nan,nan
SE21 4,74.0,0.82,nan,nan
