district,epc,hpr
RG1,66.1,0.83
RG4,62.8,0.85
RG2,67.8,0.91
RG30,64.7,0.85
RG6,61.0,0.73
RG31,62.1,0.86
RH30,63.0,0.8
DA11,82.5,1.17
B5,68.0,1.03
RG5,84.9,1.16
