district,epc,hpr
SS4,64.0,0.88
SS5,63.0,0.87
SS3,63.7,0.88
SS6,63.5,0.86
SS9,63.9,0.89
SS11,67.2,0.93
SS66,82.0,1.17
SS2,55.2,0.74
S59,74.0,1.12
