district,epc,hpr
LN4,61.3,0.93
LN5,62.6,0.94
NG34,64.6,0.94
LN6,68.7,1.0
NG32,50.1,0.81
NG23,80.8,1.14
LN10,45.4,0.82
PE20,45.2,0.77
LN3,66.7,0.96
NG24,39.0,0.71
