district,epc,hpr
CF64,65.1,0.87
CF63,64.4,0.83
CF62,65.4,0.9
CF61,64.4,0.93
CF32,58.6,0.87
CF5,67.9,0.99
CF71,60.7,0.91
CF72,64.7,0.97
CF11,82.3,1.13
CF35,59.5,0.91
