postcode,epc,hpr
CF64 2RQ,62.3,0.91
CF64 5FA,65.8,0.95
CF63 4LW,57.7,0.68
CF63 4LY,54.3,0.63
CF62 3EW,70.0,0.96
CF64 3NT,65.9,0.98
CF61 1UW,64.2,0.89
CF64 3HJ,57.1,0.71
CF32 0PD,55.0,0.86
CF62 3HF,62.4,0.88
CF62 4LU,64.1,1.0
CF64 4PU,76.4,0.86
CF64 2NE,82.9,1.17
CF62 7PZ,71.3,0.98
CF61 2YZ,82.9,1.17
CF64 3HB,51.1,0.68
CF62 5BA,84.2,1.18
CF62 3LR,71.0,1.01
CF64 2LX,59.2,0.88
CF63 1RN,70.3,0.92
CF63 4LF,84.7,1.15
CF64 3QZ,62.4,0.9
CF63 4PL,58.5,0.65
CF63 4QQ,74.7,1.04
CF64 2JZ,60.1,0.73
CF64 1EW,54.8,0.65
CF63 4PH,59.2,0.72
CF64 4TP,64.4,0.89
CF63 4HX,61.0,0.81
CF63 4LH,83.7,1.09
CF64 1BT,63.9,0.97
CF61 1TP,65.5,0.92
CF63 4LB,67.0,0.81
CF5 6TT,61.9,0.85
CF63 4HT,65.6,0.75
CF62 3DT,59.3,0.88
CF62 8ND,55.0,0.74
CF62 3ND,83.5,1.17
CF71 7JD,50.5,0.71
CF63 1SB,67.6,0.88
CF62 7LW,59.4,0.86
CF62 5BD,84.1,1.16
CF62 8NU,65.0,0.97
CF63 2AT,68.3,0.94
CF72 8JY,68.5,0.99
CF62 7ES,55.1,0.66
CF63 1FJ,64.4,0.98
CF63 4LQ,55.5,0.71
CF63 4BG,76.3,0.99
CF61 1DL,47.6,0.95
CF62 5AH,69.2,1.01
CF64 1HP,59.1,0.76
CF64 1HN,60.9,0.72
CF62 4HD,68.1,1.03
CF64 2JS,55.7,0.66
CF62 8AF,63.9,0.92
CF63 1FQ,65.1,0.95
CF11 8FB,84.6,1.14
CF71 7DP,42.6,0.76
CF62 3BP,42.4,0.78
CF62 4AA,83.7,1.17
CF62 4ND,59.0,0.84
CF62 6TA,60.3,0.81
CF64 3QY,66.8,0.92
CF64 4UH,62.6,0.87
CF5 6BW,62.5,0.93
CF64 4LA,63.0,0.87
CF62 7LS,56.5,0.79
CF64 1BW,65.6,0.97
CF64 4PS,62.1,0.81
CF63 1TY,54.0,0.71
CF62 9AU,81.1,1.08
CF64 1AF,57.8,0.75
CF62 5DF,78.7,1.0
CF62 7JE,63.1,0.9
CF64 2WG,63.3,0.77
CF63 1AD,79.6,1.13
CF64 1TA,84.1,1.18
CF63 1BB,54.7,0.69
CF61 2LR,66.5,0.93
CF64 2RU,67.9,0.98
CF63 1DP,67.0,0.93
CF64 4UG,68.5,0.95
CF61 1RR,62.9,0.9
CF62 7DU,56.1,0.59
CF64 5BU,69.0,1.02
CF62 3FJ,84.6,1.18
CF63 1ED,59.7,0.84
CF62 9DE,67.0,0.83
CF63 4PP,63.9,0.9
CF64 2UB,58.8,0.67
CF62 6TD,52.5,0.84
CF62 6LE,62.8,0.87
CF64 2SB,64.8,0.92
CF62 8AB,61.5,0.87
CF63 4DE,83.9,1.17
CF64 3EP,58.2,0.69
CF61 2UE,65.1,0.93
CF64 4JW,59.5,0.73
CF64 2JX,59.6,0.72
CF63 4NJ,56.8,0.68
CF64 4DT,60.0,0.67
CF62 8HP,57.8,0.79
CF5 6XR,84.1,1.17
CF64 2QL,74.1,0.98
CF62 7AA,53.7,0.78
CF64 5SL,60.3,0.83
CF71 7DG,55.9,0.69
CF62 7HY,65.6,0.89
CF62 7PX,69.6,1.01
CF64 5UZ,64.2,0.91
CF63 1DE,64.9,0.97
CF63 1DH,62.0,0.71
CF62 4JL,54.0,0.73
CF63 1LY,63.3,0.57
CF62 7EN,62.4,0.66
CF11 8GB,84.3,1.18
CF62 5AB,66.5,0.99
CF63 3NQ,59.3,0.76
CF63 1LX,63.3,0.56
CF64 5QG,63.7,1.0
CF64 4QZ,65.9,0.92
CF61 1ST,46.5,0.78
CF72 8GR,79.6,1.07
CF63 3NU,59.1,0.63
CF61 2SN,69.5,0.99
CF64 5TL,63.9,0.89
CF62 3EZ,72.0,0.97
CF35 5BL,59.9,0.86
CF62 9BT,70.8,1.02
CF64 4PY,76.6,0.84
