district,epc,hpr
SM6,64.9,0.84
SM2,64.9,0.84
SM1,64.3,0.81
SM4,65.1,0.81
SM3,60.9,0.76
SM5,63.3,0.81
KT4,63.2,0.79
CR8,56.2,0.78
CR0,68.9,0.91
CR4,66.6,0.87
CR5,63.0,0.81
SM7,57.5,0.83
KT17,54.1,0.68
BN17,79.0,1.11
