sector,epc,hpr,lat,long
RG14 1,67.1,0.93,-1.3297255854700858,51.40714809401709
RG19 8,68.1,0.98,-1.2576328278145692,51.37042135099338
RG14 2,66.6,0.94,-1.309370452173913,51.41029871739129
RG18 4,66.0,0.95,-1.2510945918367349,51.40723904081631
RG7 6,51.6,0.85,-1.1734378030303036,51.433555717171664
RG18 3,65.0,0.91,-1.269823855172414,51.40832078620689
RG8 8,58.0,0.88,-1.106940092682927,51.47871763414638
RG19 4,69.7,0.98,-1.245429662576687,51.3978644785276
RG17 9,54.9,0.88,-1.459384454545454,51.39018742424242
RG14 5,65.7,0.9,-1.3200052171945695,51.39968528959279
RG14 7,69.9,0.95,-1.317184531690141,51.39186719014084
RG14 6,63.4,0.89,-1.341020264423077,51.38579008653845
RG31 4,63.8,0.9,-1.05141562244898,51.447327540816325
RG19 3,66.0,0.93,-1.2678921785714288,51.40124586428572
RG31 7,67.9,0.96,-1.0418712083333332,51.44048397222221
RG17 0,63.1,0.89,-1.5182646160000008,51.41560921200004
RG20 0,55.5,0.88,-1.39379659375,51.37124225781249
RG31 6,64.1,0.92,-1.043908967741935,51.46958147926265
RG8 7,62.8,0.85,-1.08153723364486,51.495061004672834
RG20 8,52.3,0.84,-1.3645183883928578,51.45056278571429
RG7 3,63.5,0.93,-1.061829616129032,51.38883213225805
RG30 3,68.9,0.97,-1.0175366724137935,51.43531720689656
RG17 8,62.4,0.9,-1.5334179158878496,51.511164682243006
RG7 5,61.0,0.89,-1.1283668529411757,51.42123533613445
RG7 4,58.1,0.89,-1.126966815315315,51.3954820990991
RG8 9,55.2,0.82,-1.1498760829015546,51.51872148186529
RG18 9,59.1,0.92,-1.2693866428571432,51.44308591964288
RG18 0,51.4,0.81,-1.223522757142857,51.47626495714288
RG20 7,53.5,0.87,-1.335033111111111,51.51218471428571
RG31 5,63.2,0.9,-1.0485730342857145,51.458269937142845
RG20 9,71.2,1.03,-1.354718235772358,51.346991699186994
RG20 6,57.3,0.92,-1.2500423478260871,51.51535284782608
RG14 3,61.4,0.92,-1.3284327666666664,51.43058086666666
RG7 2,50.7,0.81,-1.059659620689655,51.35938686206893
OX12 9,47.5,0.77,-1.4523093333333328,51.58736505604716
RG17 7,53.1,0.85,-1.4956125209580835,51.48417610179643
RG30 4,64.3,0.91,-1.0264627538461537,51.45385048846155
OX12 8,47.5,0.8,-1.3930142412280706,51.58494462280702
RG7 1,53.8,0.86,-0.968753633431086,51.388662035190585
RG26 4,71.7,1.0,-1.1492865409836064,51.35475927049181
RG08 0,79.0,1.11,nan,nan
SN8 2,52.5,0.65,-1.6385217319148933,51.45622278297874
RG20 4,58.8,0.92,-1.2769577301587305,51.34817168253967
RG19 0,70.0,1.01,nan,nan
RG19 1,69.0,1.03,nan,nan
SN8 3,35.7,0.72,-1.6210897340425527,51.35249025886525
RG26 3,43.0,0.58,-1.1329380724637677,51.34998820289853
RG31 3,64.0,0.61,nan,nan
RG31 1,66.0,0.69,nan,nan
RG18 2,68.0,0.95,nan,nan
