district,epc,hpr
HP4,64.2,0.87
HP1,65.2,0.89
HP2,66.9,0.91
HP23,63.3,0.87
HP3,66.0,0.89
AL3,63.4,0.88
WD4,62.0,0.84
LU1,58.9,0.86
LU6,58.0,0.93
HP5,69.3,1.01
