sector,epc,hpr,lat,long
BN25 1,64.6,0.84,0.1039019660194174,50.77132076213594
BN25 2,62.3,0.88,0.0926558888888888,50.78093314285718
BN25 4,65.2,0.95,0.1235576646341463,50.77194470731707
BN7 3,54.1,0.87,-0.0282673391812865,50.88416285380118
BN8 5,62.0,0.91,0.052842120754717,50.901822615094346
BN7 1,61.1,0.8,0.0002851434262948,50.87338959362551
BN10 8,67.7,0.95,0.0091189612676056,50.79404621830989
BN9 9,64.8,0.87,0.0439332460937499,50.79244710937501
BN25 3,64.6,0.92,0.1185739153225805,50.77968945967744
BN10 7,63.1,0.9,-0.0079254533898305,50.798391911016985
BN7 2,65.5,0.86,0.0118060252707581,50.87729205054156
BN8 4,58.0,0.89,-0.0071249217391304,50.95607843478262
BN9 0,64.7,0.89,0.0597756493506493,50.80104130519481
RH17 7,62.3,0.91,-0.0418590090090089,51.00966891891889
BN2 8,61.1,0.86,-0.0359204011976047,50.80553350299404
BN8 6,48.0,0.77,0.1253007580645161,50.88903452688173
RH15 0,72.5,0.98,-0.1167551510574019,50.95628504229609
BN6 8,59.4,0.86,-0.1294541380597014,50.924971499999984
BN1 9,46.3,0.81,-0.0995217266666666,50.86297736666668
TN22 3,42.1,0.72,0.0594886666666666,51.0114735720721
TN22 5,32.3,0.69,0.1141200846905538,50.959462136807815
RH16 4,53.4,0.83,-0.1067820332326283,50.99132201510572
BN1 8,66.0,0.89,-0.1411455703125,50.86203583203128
BN6 9,62.0,0.86,-0.1784940854430378,50.93656878164558
BN2 0,87.0,1.1,-0.1254614615384615,50.82346710769233
BN8 0,72.0,1.05,nan,nan
BN25 6,74.7,0.94,nan,nan
BN10 3,83.0,1.15,nan,nan
BN8 3,86.0,1.09,nan,nan
BN9 1,92.0,1.19,0.0472212,50.793828000000005
