district,epc,hpr
CV9,61.8,0.86
CV10,68.1,0.95
B78,62.0,0.87
B46,61.0,0.86
CV7,61.0,0.83
B79,69.5,0.99
B76,57.8,0.83
B77,68.5,1.01
B75,57.0,0.84
CV12,58.9,0.93
