postcode,epc,hpr
CW3 9UE,64.7,1.0
TF9 4ND,58.6,0.95
ST5 2NS,67.5,0.95
CW3 9NQ,64.0,0.9
ST5 6JN,57.0,0.66
ST7 8PZ,61.0,0.76
ST5 9JY,57.6,0.82
ST5 1DE,72.2,0.92
ST7 4LW,60.9,0.9
ST7 1LT,51.1,0.65
ST7 4JH,58.2,0.91
ST5 2LP,51.8,0.85
ST5 1JW,63.2,0.83
ST5 2BL,57.2,0.7
ST7 4ER,72.7,1.01
ST5 0PT,54.2,0.74
ST5 2PQ,67.0,0.98
ST5 7SG,65.0,0.97
ST5 0GH,80.6,1.1
ST7 1ND,56.5,0.75
ST7 8HD,59.4,0.85
ST5 2QQ,62.6,0.96
ST5 8PF,64.1,0.88
ST5 0LN,84.2,1.09
ST5 1DQ,67.9,0.9
ST5 0GA,81.1,1.14
ST5 1LL,59.0,0.66
ST5 0PR,54.7,0.83
ST5 9BH,65.7,0.97
ST5 6JH,58.4,0.76
ST5 9LA,59.1,0.85
ST7 4BE,85.1,1.18
ST7 4RQ,58.3,0.76
ST5 9PH,63.8,0.87
ST5 9LN,67.0,0.98
ST5 7RW,70.0,1.02
ST5 8LD,61.0,0.81
ST7 1EL,62.0,0.89
ST5 4HR,61.0,0.94
ST5 9FQ,83.8,1.18
ST5 4BW,59.8,0.89
ST5 0JS,66.6,0.97
ST5 8HW,59.9,0.89
ST5 9LX,51.7,0.48
ST5 2PD,63.1,0.93
ST5 7FE,79.3,1.15
CW3 9HN,58.8,0.87
ST7 8DH,48.3,0.71
ST5 0SH,66.9,0.93
ST5 6SZ,83.7,1.18
ST7 8PX,53.3,0.61
ST7 1DT,72.0,0.97
ST5 2JR,60.1,0.87
ST7 1ET,45.1,0.74
ST5 7SE,61.2,0.97
ST4 6BZ,58.2,0.77
CW3 9AB,63.2,0.8
ST7 1TS,67.4,0.95
ST5 0DE,61.1,0.84
ST5 7AB,54.3,0.83
ST5 8EY,63.1,0.89
ST5 2JQ,60.5,0.81
ST7 4PW,62.0,0.89
CW3 9BH,54.0,0.73
ST5 0RE,62.0,0.91
ST7 1PR,66.9,0.98
CW3 9AW,76.7,1.0
ST5 6QF,63.6,0.93
ST7 1DE,56.9,0.81
ST5 8HG,64.3,0.94
ST5 5BB,61.6,0.84
ST7 8JA,58.6,0.69
ST5 9DY,59.9,0.89
ST5 2AN,76.6,1.02
