district,epc,hpr
OX14,67.3,0.93
OX12,68.7,0.97
SN7,65.9,0.94
OX2,66.4,0.92
OX13,66.9,0.96
SN6,68.2,0.98
OX1,63.1,0.88
OX11,75.5,1.07
OX29,52.4,0.83
GL7,53.7,0.79
RG17,41.8,0.66
