sector,epc,hpr,lat,long
OX14 4,69.2,0.96,-1.2792602723735402,51.63745781322962
OX14 1,65.8,0.92,-1.2882848289962825,51.679011680297386
OX12 0,69.4,0.99,-1.4241078037383168,51.62056970560749
OX14 3,67.7,0.94,-1.2594745464684023,51.67335967286242
OX14 2,64.7,0.91,-1.2637622774869104,51.687171591623056
OX14 5,68.6,0.93,-1.2902987869565214,51.6649669652174
SN7 8,59.1,0.9,-1.539885404347827,51.65879596086955
OX12 9,67.8,0.96,-1.4523093333333328,51.58736505604716
OX2 9,67.2,0.93,-1.3103621714285711,51.74546405306123
SN7 7,68.9,0.96,-1.5851504110032373,51.640363087378674
OX13 5,66.2,0.98,-1.402972824884793,51.68583459907836
OX12 8,67.0,0.94,-1.3930142412280706,51.58494462280702
SN6 8,68.6,0.98,-1.6468679915966384,51.59171423949578
OX12 7,70.9,0.99,-1.416268521052632,51.60083209473682
OX1 5,63.1,0.88,-1.2695336950354614,51.71712938297872
OX13 6,67.3,0.95,-1.3191826088709686,51.66601913709673
OX2 0,61.9,0.87,-1.2810168253968253,51.75162203174604
OX11 6,83.7,1.16,-1.2666194367088608,51.60547296835444
OX11 0,68.7,0.98,-1.2895748749999998,51.58966990948275
OX11 9,62.1,0.93,-1.224963066964287,51.58651644196425
OX2 8,44.0,0.64,-1.2793912617801046,51.787032125654434
SN6 7,52.1,0.66,-1.7140817427184458,51.63323424757282
OX29 4,51.4,0.81,-1.370418822222223,51.78359983999997
GL7 3,53.7,0.79,-1.6909650666666665,51.71301229777773
RG17 8,32.2,0.56,-1.5334179158878496,51.511164682243006
RG17 7,46.7,0.71,-1.4956125209580835,51.48417610179643
OX1 4,55.5,0.79,-1.2543677500000003,51.74368692222226
OX29 7,69.0,1.1,-1.4797166190476183,51.75921436507938
OX13 3,86.0,1.18,nan,nan
OX12 6,82.0,1.17,nan,nan
