outcode,epc,hpr,lat,long
LE9,67.4,0.98,52.5730928,-1.2811778
LE7,64.3,0.95,52.6800581,-1.0709886
LE8,68.1,0.96,52.5550348,-1.094569
LE16,65.6,0.92,52.4861071,-0.8959935
LE15,50.0,0.8,52.6564368,-0.7019964
LE17,63.0,0.93,52.4675874,-1.1778293
LE2,64.4,0.94,52.6073868,-1.1169519
NN6,48.1,0.88,52.3269298,-0.9458447
LE5,57.7,0.71,52.6383444,-1.0850557
LE14,55.2,0.9,52.7843462,-0.8971578
CV23,48.0,0.75,52.3683793,-1.2835273
LE32,87.0,1.18,nan,nan
LE21,53.5,0.64,52.627845,-1.1405305
LE54,85.0,1.18,nan,nan
LE19,79.0,1.14,52.5844805,-1.2064606
