district,epc,hpr
RM11,60.8,0.78
RM3,65.9,0.85
RM1,64.8,0.83
RM7,63.7,0.8
RM13,66.3,0.85
RM12,62.2,0.79
RM2,62.3,0.77
RM14,59.4,0.76
RM5,61.6,0.78
RM4,52.7,0.77
ME15,81.0,1.04
RM15,52.6,0.87
CM13,72.5,0.91
N5,87.0,1.01
