sector,epc,hpr,lat,long
BB8 8,61.4,0.82,-2.159984581395348,53.84827215348836
BB9 9,56.6,0.72,-2.205355641025641,53.83605112820514
BB8 0,58.1,0.72,-2.164611738636363,53.85753046022726
BB18 6,59.0,0.77,-2.157372317406143,53.914652982935166
BB9 5,56.1,0.74,-2.232320037914692,53.82371387677723
BB8 9,61.0,0.78,-2.1751055309278358,53.85882807216495
BB9 0,56.0,0.73,-2.209573731707317,53.829478223577205
BB8 7,61.4,0.84,-2.154764350785339,53.86863407329847
BB9 8,59.8,0.78,-2.2062416447368407,53.8444529649123
BB18 5,57.6,0.73,-2.187674135036497,53.91447352554746
BB9 7,53.5,0.66,-2.21795505116279,53.83775380000006
BB9 6,58.3,0.78,-2.2235994673366832,53.85512746231155
BB12 9,57.6,0.82,-2.273574191082804,53.83471987898093
BB10 2,57.2,0.83,-2.2185356596638663,53.81188030672268
BB12 0,59.3,0.93,-2.257681946428571,53.79702575000002
BD23 3,58.8,0.92,-2.0960334308943085,53.96327588211384
BB10 3,50.9,0.74,-2.207589835680751,53.799501309859146
BB7 4,53.2,0.92,-2.3310997759999994,53.91353978399996
