district,epc,hpr
N1,67.4,0.74
N7,69.1,0.8
N4,67.8,0.74
N19,66.4,0.73
WC1,66.9,0.71
EC1,71.9,0.86
N5,67.5,0.74
N16,67.4,0.73
N6,65.3,0.74
EC2,75.9,0.89
N8,61.8,0.65
NW5,61.9,0.63
N11,73.0,0.86
