postcode,epc,hpr
N1 8LX,70.5,0.83
N7 7LU,60.7,0.77
N7 6AU,64.7,0.62
N4 2EL,59.4,0.63
N7 0PU,65.3,0.64
N1 2EN,59.4,0.54
N1 8QB,61.0,0.57
N1 1YG,81.9,1.01
N1 2JX,67.0,0.75
N19 4PQ,71.5,0.87
N1 1LP,49.2,0.62
WC1X 0HS,66.2,0.67
EC1V 8BJ,82.3,1.08
N7 6RA,65.3,0.86
N7 8TY,80.5,0.98
EC1V 1AE,83.6,1.05
N7 9HS,86.1,1.09
EC1V 9EU,63.8,0.75
EC1R 1XW,71.9,0.96
N7 0BJ,71.7,0.72
N1 9RA,64.6,0.66
N7 8DL,54.9,0.72
N19 3PF,66.3,0.68
N19 4EN,64.7,0.64
N1 2TF,70.3,0.96
N5 1DH,72.6,0.99
EC1Y 8SA,63.2,0.67
N4 3AA,61.0,0.6
N5 1AL,61.6,0.58
N4 3PW,78.6,0.99
EC1V 8DX,74.3,0.95
N1 8RN,66.7,0.54
N4 3NT,65.9,0.66
N7 8AH,75.3,1.06
N19 5DY,70.9,0.78
N1 2XH,63.5,0.86
EC1V 2NR,59.2,0.74
N7 9PZ,69.9,0.82
N1 1XP,84.8,1.08
N7 6JN,65.8,0.94
EC1V 8DJ,84.9,1.07
N1 2RU,66.5,0.69
N5 2UA,69.6,0.83
N1 3LW,58.9,0.55
N1 8EA,60.6,0.52
EC1R 4TR,65.3,0.75
N7 9GY,85.6,1.06
N1 4RH,63.0,0.76
N19 5RU,64.7,0.67
N7 7AT,70.4,0.98
N5 2DB,63.6,0.64
N7 0AS,67.9,0.77
N1 8HZ,73.6,1.01
N19 4PU,62.3,0.57
N1 3PF,69.4,0.81
N7 0RN,60.0,0.54
N7 9QB,67.9,0.76
N19 5BL,53.9,0.55
EC1V 3RP,62.5,0.77
N4 3HZ,65.7,0.6
N7 8TW,82.2,0.98
N19 5DU,71.0,0.78
N1 1TA,61.0,0.61
N19 3UL,62.1,0.84
N5 1BE,81.2,0.98
N7 8TN,65.9,0.66
N5 1UT,66.7,0.81
N5 2DT,71.1,0.79
