district,epc,hpr
GU7,64.9,0.89
GU10,61.3,0.87
GU26,63.1,0.87
GU5,58.9,0.83
GU27,63.6,0.87
GU8,58.5,0.84
GU9,64.4,0.88
GU6,64.7,0.92
RH12,48.2,0.79
GU4,51.6,0.65
RH5,30.8,0.62
GU05,83.0,1.15
WF3,78.0,1.08
LL11,77.0,1.15
