district,epc,hpr
KT16,65.5,0.89
KT15,64.3,0.86
TW20,65.0,0.87
GU25,64.0,0.9
TW18,64.4,0.83
SL5,53.9,0.77
KT13,54.3,0.85
SL4,61.5,0.91
KT14,60.0,0.94
M3,72.0,1.06
