outcode,epc,hpr,lat,long
GU35,67.8,0.95,51.1167316,-0.8490969
GU30,67.8,0.96,51.0754992,-0.8042741
GU34,66.8,0.94,51.138975,-0.9871214
GU10,64.2,0.91,51.1965791,-0.7979139
GU33,60.7,0.89,51.0517463,-0.8903635
PO8,66.8,0.95,50.9135161,-1.0116749
GU32,60.6,0.88,51.0090053,-0.9681798
PO9,62.4,0.89,50.8634319,-0.9839667
GU31,66.6,0.94,50.9969882,-0.90349
SO24,52.9,0.89,51.0844741,-1.1471161
GU26,64.8,0.91,51.1142993,-0.75038
PO7,28.1,0.61,50.8829409,-1.0406889
GU27,45.2,0.79,51.0813045,-0.7216203
GU36,83.0,1.15,nan,nan
RG25,61.0,1.03,51.2271784,-1.1624243
RG29,52.0,0.67,51.2458368,-0.9459765
