district,epc,hpr
TA13,63.0,0.91
TA20,63.8,0.92
BA21,67.2,0.95
BA22,59.7,0.92
TA16,60.8,0.89
BA8,56.8,0.91
TA18,60.8,0.88
BA9,64.3,0.93
TA14,60.5,0.86
TA12,63.2,0.91
TA10,61.1,0.92
TA19,60.4,0.9
BA20,64.7,0.9
BA7,65.5,0.94
TA3,57.9,0.91
BA10,62.7,0.9
TA11,60.8,0.91
TA17,56.3,0.79
TA15,57.7,0.78
DT9,61.5,0.89
DT10,61.8,0.87
TA7,37.6,0.75
BS30,82.0,1.15
DT8,49.1,0.87
SP8,23.0,0.79
EX13,50.5,0.78
