district,epc,hpr
CH42,61.6,0.79
CH43,63.5,0.85
CH44,60.4,0.78
CH63,59.1,0.82
CH41,64.7,0.83
CH49,64.7,0.9
CH60,59.6,0.84
CH48,60.4,0.81
CH45,57.7,0.74
CH46,64.3,0.89
CH47,59.0,0.76
CH62,63.1,0.85
CH61,60.1,0.85
CH64,59.7,0.83
CH65,43.4,0.82
L14,87.0,1.18
L41,52.0,0.63
