district,epc,hpr
E14,76.4,0.95
E3,73.5,0.9
E1,71.3,0.87
E2,69.3,0.81
E9,69.8,0.79
WR3,80.0,1.14
E8,66.9,0.68
CF81,84.0,0.92
E16,84.7,1.07
PE19,85.0,0.99
SE11,87.0,1.04
NN18,79.0,1.17
CR0,82.0,1.0
YO1,60.0,1.07
