district,epc,hpr
LL31,63.5,0.89
LL22,59.1,0.87
LL34,58.8,0.8
LL32,55.6,0.83
LL29,58.5,0.81
LL28,59.6,0.84
LL26,57.5,0.83
LL30,60.7,0.83
LL25,42.5,0.76
LL33,57.0,0.78
LL18,61.8,0.92
LL24,42.3,0.71
LL21,44.1,0.76
LL16,43.0,0.77
LL27,51.9,0.76
LL17,41.4,0.64
