district,epc,hpr
GU46,64.9,0.91
GU52,67.5,0.95
GU51,68.7,0.96
RG27,68.0,0.96
RG29,65.6,0.91
GU17,65.8,0.91
GU10,64.9,0.91
RG7,78.2,1.13
GU34,61.9,0.95
RG25,56.0,0.74
GU14,61.5,0.78
