outcode,epc,hpr,lat,long
TN3,56.1,0.83,51.1208107,0.2480518
TN17,56.7,0.84,51.0962819,0.5367581
TN4,62.7,0.83,51.1455609,0.254806
TN12,62.0,0.91,51.1724422,0.4445547
TN2,65.8,0.89,51.1279359,0.2750576
TN1,62.2,0.77,51.1346687,0.2665338
TN18,61.2,0.87,51.0428062,0.5226677
TN11,49.3,0.75,51.2070078,0.2646847
TN5,51.4,0.81,51.0590304,0.3650914
TN27,54.4,0.82,51.1678981,0.6938213
TN13,81.0,1.12,51.2768935,0.1838655
TN51,86.0,1.15,nan,nan
BN22,83.0,1.09,50.7896229,0.2838081
SS15,88.0,1.1,51.577489,0.4281305
