district,epc,hpr
TN3,56.1,0.83
TN17,56.7,0.84
TN4,62.7,0.83
TN12,62.0,0.91
TN2,65.8,0.89
TN1,62.2,0.77
TN18,61.2,0.87
TN11,49.3,0.75
TN5,51.4,0.81
TN27,54.4,0.82
TN13,81.0,1.12
TN51,86.0,1.15
BN22,83.0,1.09
SS15,88.0,1.1
