outcode,epc,hpr,lat,long
NP23,63.0,0.83,51.785403,-3.1974216
NP13,58.3,0.7,51.7353588,-3.1414332
NP22,62.9,0.82,51.7712366,-3.2581432
NP11,63.6,0.86,51.6438627,-3.1315958
NP7,55.5,0.83,51.8294388,-3.0112466
