postcode,epc,hpr
NP23 4NQ,67.9,1.01
NP13 1DL,34.2,0.45
NP23 5QN,58.4,0.68
NP13 2RB,61.7,0.72
NP13 2LY,77.3,0.99
NP23 7SS,57.3,0.66
NP23 6FE,84.0,1.18
NP13 2NH,59.7,0.71
NP22 4RW,59.8,0.9
NP23 5ET,64.0,0.88
NP13 1QJ,60.2,0.64
NP23 5BZ,85.3,1.12
NP13 2LQ,52.8,0.6
NP13 1LA,58.3,0.7
NP23 5QT,67.0,0.98
NP23 5BS,64.5,0.88
NP23 5EF,64.9,0.86
NP13 2SD,47.2,0.56
NP11 5HU,66.3,0.9
NP13 1DS,53.9,0.61
NP22 4QX,68.5,0.98
NP23 4TS,61.7,0.91
NP22 4AN,56.4,0.82
NP23 5UJ,58.5,0.87
NP13 1DW,60.4,0.71
NP13 2PD,56.2,0.6
NP23 4RS,54.8,0.77
NP13 2RZ,56.8,0.65
NP13 3EE,57.3,0.68
NP11 5HS,64.9,0.94
NP11 5EX,66.9,0.95
NP22 3SH,62.3,0.77
NP22 3HP,63.9,0.9
NP22 4FA,81.4,1.16
NP23 5TD,72.6,0.94
NP23 6BU,61.2,0.74
NP13 2AX,46.0,0.88
NP22 4LX,51.9,0.64
NP23 6PA,57.2,0.72
NP23 6NA,63.1,0.87
NP23 4SU,61.0,0.81
NP13 2LD,55.0,0.54
NP23 8AR,65.9,0.94
NP23 5SL,60.2,0.9
NP23 5HS,55.3,0.77
NP23 6WA,67.0,0.9
NP23 7RX,56.9,0.69
NP13 2EQ,53.4,0.59
NP13 1TE,57.9,0.63
NP23 4DL,62.0,0.75
NP22 4PH,57.7,0.71
NP23 5DZ,67.7,0.93
NP23 4DN,59.6,0.7
NP23 4HQ,58.9,0.83
NP23 6WN,70.1,1.0
NP22 4AF,69.2,0.88
NP23 6LD,85.0,1.08
NP23 4JY,65.0,0.76
NP23 7TQ,58.9,0.69
NP13 2GY,64.4,0.89
NP22 4DL,67.3,0.99
NP23 6WT,84.3,1.18
NP13 1SL,56.9,0.82
NP22 3SN,62.6,0.75
NP13 2RR,57.0,0.63
NP22 3NL,57.3,0.64
NP23 6PB,59.9,0.69
NP13 3BN,57.0,0.69
NP13 1TQ,51.9,0.55
NP13 2RJ,53.3,0.75
NP13 2EW,54.5,0.64
NP23 6BL,69.2,0.89
NP23 6NT,60.3,0.77
NP13 2NW,63.4,0.76
NP13 1QD,57.5,0.68
NP23 6EN,59.5,0.66
NP23 5LY,66.1,0.89
NP13 1LY,64.1,0.9
NP13 2JQ,61.8,0.66
NP22 3PF,61.0,0.85
NP13 1HZ,51.7,0.62
NP23 5SU,68.0,0.88
NP23 6DA,61.8,0.67
NP22 4FF,81.0,1.16
NP13 2PF,57.4,0.65
NP23 5QE,72.8,0.98
NP23 7WJ,76.7,0.98
NP13 2NQ,63.5,0.71
NP23 5NG,71.8,1.04
NP23 6DH,58.1,0.67
NP23 4RY,63.3,0.93
NP23 4AE,48.9,0.78
NP23 6WJ,82.3,1.15
NP23 5SS,67.9,0.93
NP13 2QD,55.8,0.61
NP23 6HD,61.7,0.88
NP23 5SX,67.2,0.87
NP13 1HX,73.4,0.99
NP13 1BR,53.4,0.61
NP23 5EP,61.3,0.81
NP23 6AB,60.5,0.68
NP22 4RP,56.8,0.92
NP13 1UB,58.2,0.66
NP13 3AF,61.5,0.75
NP13 1EQ,63.8,0.72
NP13 3NE,69.1,0.92
NP23 4NW,83.2,1.18
NP13 1BB,58.6,0.66
NP22 3NZ,61.1,0.72
NP23 4DY,60.5,0.71
NP23 6JF,54.8,0.64
NP22 4AT,69.3,1.01
NP22 3HR,63.4,0.9
NP13 3JF,60.8,0.84
NP13 1TP,53.7,0.66
NP23 5TJ,62.4,0.85
NP13 1AE,62.1,0.65
NP13 1QA,58.9,0.68
NP23 5RZ,76.8,0.99
NP22 3EP,66.0,0.91
NP23 4BZ,60.4,0.89
NP22 3TQ,67.9,0.91
NP23 6NP,49.7,0.8
NP11 5DU,55.1,0.74
NP23 4SZ,61.4,0.71
NP13 2RW,52.2,0.61
NP23 5BX,64.9,0.89
NP13 1TA,55.8,0.54
NP13 2NG,59.6,0.63
NP13 2PH,60.1,0.67
NP23 5FA,79.2,1.0
NP13 2QF,55.0,0.61
NP13 1ET,53.8,0.58
NP23 5LZ,64.5,0.91
NP23 5QX,61.4,0.78
NP13 3LX,56.9,0.72
NP13 1BH,53.3,0.82
NP13 1QG,55.4,0.61
NP23 4RN,55.2,0.69
NP23 6HY,56.0,0.7
NP23 6HE,64.4,0.9
NP23 4BH,58.0,0.79
NP23 4EG,73.0,1.04
NP22 3QY,53.2,0.67
NP22 3PY,58.7,0.69
NP23 5UD,61.0,0.9
NP22 4RB,70.2,0.98
NP13 3EB,48.7,0.58
NP23 4ST,51.3,0.65
NP22 3DD,66.5,0.77
NP23 4EQ,78.0,0.98
NP23 4EH,57.2,0.67
NP13 1NQ,54.1,0.61
NP23 6WB,68.4,0.9
NP13 1JQ,70.5,0.86
NP22 4BA,76.0,1.0
NP23 4SD,58.3,0.8
NP23 5EN,59.0,0.78
NP23 5UA,60.6,0.9
NP13 2RS,53.2,0.63
NP13 1UA,57.8,0.65
NP13 1NE,56.4,0.62
NP23 6TW,55.0,0.63
NP23 5NR,59.5,0.72
NP23 7SW,34.7,0.65
NP13 1SN,60.3,0.9
NP23 5BH,64.0,0.75
NP22 4PB,67.0,0.8
NP23 5ND,68.5,0.95
NP23 6TU,56.3,0.62
NP23 4EB,57.5,0.77
NP23 6LU,78.4,0.98
NP23 6HJ,68.8,1.02
NP23 5LL,44.6,0.64
NP23 6AW,82.0,1.11
NP11 5EB,61.4,0.81
NP22 4EB,61.5,0.78
NP13 3JP,71.2,1.0
NP22 3LF,59.1,0.67
NP23 6AH,60.2,0.76
NP23 5XB,66.2,0.87
NP22 3JT,59.0,0.66
NP23 4TN,60.0,0.7
