district,epc,hpr
CA2,65.1,0.9
CA1,65.5,0.9
CA6,53.4,0.87
CA4,62.5,0.91
CA3,66.1,0.94
CA8,56.8,0.86
CA5,60.7,0.92
DG16,39.5,0.69
TD9,43.3,0.78
DG14,34.0,0.65
