district,epc,hpr
EN8,65.7,0.87
EN10,66.1,0.89
EN11,63.9,0.85
EN7,65.2,0.89
SG13,57.7,0.77
EN9,60.4,0.69
EN6,80.0,1.14
CM19,1.0,0.3
