sector,epc,hpr,lat,long
EN8 7,66.4,0.85,-0.0269619268292682,51.68710937073169
EN10 6,67.4,0.9,-0.021290149122807,51.7312477631579
EN11 0,63.8,0.82,0.0003366458333333,51.767217791666674
EN11 8,64.4,0.87,-0.0142795798319327,51.75994984033615
EN11 9,63.3,0.85,-0.0124054918032786,51.77253520218577
EN7 6,66.5,0.92,-0.0681481599999999,51.71703305666664
EN8 8,64.6,0.86,-0.0361981632653061,51.69325141632655
EN8 9,65.4,0.86,-0.0362261396396396,51.70511789639638
EN10 7,63.1,0.86,-0.0251933434343434,51.74607486868685
EN7 5,62.9,0.85,-0.0720066766169154,51.70513793034825
EN8 0,66.2,0.89,-0.0352440434782608,51.712998939130415
SG13 7,57.7,0.77,-0.0543366468253968,51.7946946785714
EN9 1,60.4,0.69,0.0013704315352697,51.68616921991703
EN6 4,80.0,1.14,-0.1253611621621621,51.70971291891894
CM19 5,1.0,0.3,0.058739671641791,51.760822855721365
EN10 5,68.0,0.81,nan,nan
EN8 4,62.0,0.52,nan,nan
