district,epc,hpr
WS3,64.0,0.9
WS9,63.5,0.89
WS2,64.5,0.86
WS1,60.4,0.79
WV12,63.9,0.9
WS5,59.8,0.85
WV13,62.8,0.85
B74,61.8,0.87
WS4,62.6,0.88
WS10,63.3,0.87
WS8,64.7,0.91
B43,63.5,0.88
WV14,66.6,0.91
WV11,55.9,0.81
LS10,66.0,1.05
