district,epc,hpr
HU9,64.4,0.88
HU8,63.2,0.86
HU5,60.3,0.75
HU3,61.4,0.79
HU7,69.8,0.97
HU1,67.0,0.9
HU6,63.6,0.85
HU4,63.2,0.85
HU2,67.5,0.92
HU11,61.3,0.89
HU13,67.6,0.88
HU32,58.0,0.53
