postcode,epc,hpr
HU9 4TW,68.1,0.92
HU8 8SG,52.6,0.69
HU5 3QN,45.2,0.58
HU3 1SS,63.4,0.87
HU3 3DB,47.8,0.9
HU3 3PX,60.2,0.74
HU7 5DJ,63.7,0.88
HU7 4BP,65.2,0.86
HU9 1PR,76.9,0.99
HU1 3HR,74.2,0.88
HU6 7JH,62.2,0.76
HU4 6TN,59.6,0.76
HU7 3FN,80.2,1.11
HU3 1LZ,59.9,0.63
HU5 5SP,52.2,0.71
HU9 5UG,69.3,1.0
HU9 4TH,62.5,0.99
HU3 1NP,38.7,0.68
HU3 5JU,79.6,1.13
HU9 5JU,66.8,0.95
HU7 0EA,65.6,0.92
HU3 1LY,58.1,0.7
HU5 5UZ,63.6,0.77
HU8 9RN,68.6,0.97
HU2 8HU,66.0,0.93
HU5 5AS,59.6,0.67
HU1 3DR,77.7,0.99
HU4 6QL,57.9,0.66
HU3 6QU,54.3,0.64
HU8 9ES,65.0,0.9
HU8 9JZ,67.2,0.96
HU5 1QN,52.8,0.61
HU7 5DH,68.9,0.95
HU5 5XF,61.3,0.89
HU8 9JP,62.9,0.9
HU8 0QJ,65.9,0.96
HU9 4UW,81.5,1.09
HU3 3JD,58.2,0.82
HU2 9LE,70.5,0.98
HU9 5SY,65.8,0.93
HU5 3DN,52.9,0.61
HU3 3QT,66.4,0.94
HU7 3GH,76.5,1.05
HU2 8JR,80.9,1.01
HU6 9NA,61.7,0.92
HU5 3AY,55.1,0.62
HU5 5XS,62.7,0.92
HU2 8HE,65.9,0.92
HU6 8AE,60.4,0.88
HU3 3SJ,51.0,0.66
HU3 6QZ,51.1,0.63
HU4 7BU,53.8,0.71
HU5 2TB,56.4,0.65
HU3 5PP,31.0,0.45
HU1 3RT,46.9,0.79
HU8 9DE,70.2,0.97
HU8 9JY,65.9,0.97
HU8 8TQ,54.8,0.67
HU4 6LG,72.7,0.99
HU7 4FL,71.9,0.99
HU3 2PY,70.9,1.01
HU9 4RL,64.8,0.88
HU5 1EZ,61.9,0.74
HU4 7NN,64.4,0.96
HU5 5DR,65.1,0.98
HU6 9PN,65.7,0.95
HU4 6PU,57.2,0.63
HU8 9EA,61.3,0.85
HU3 1SH,70.4,0.93
HU4 6TJ,58.6,0.69
HU3 1NA,52.0,0.58
HU7 4BG,66.8,0.88
HU6 8LS,63.8,0.91
HU5 5AR,51.4,0.6
HU5 4NP,58.2,0.73
HU7 3HB,67.9,1.0
HU6 7TT,61.5,0.73
HU3 1UU,54.2,0.61
HU5 3HS,58.3,0.64
HU9 2JH,57.0,0.67
HU9 3PL,64.3,0.95
HU8 8LN,55.0,0.68
HU4 7AJ,60.2,0.69
HU11 4AS,50.1,0.81
HU3 2EL,78.8,1.04
HU3 6XP,60.6,0.72
HU7 6DB,65.7,0.91
HU7 3AA,78.2,1.11
HU3 3AS,69.7,0.96
HU1 1PS,65.2,0.95
HU5 3UP,56.4,0.66
HU2 8RD,73.1,1.0
HU5 1LG,59.1,0.75
HU3 6XL,55.6,0.7
HU8 9JW,72.6,0.99
HU9 3DU,55.7,0.7
HU5 2SY,64.3,0.79
HU9 4LB,66.1,0.94
HU6 8HU,65.3,0.96
HU3 3BJ,62.1,0.91
HU6 7DE,53.3,0.74
HU6 9LP,67.6,0.98
HU4 7JY,66.7,0.97
HU9 2RJ,59.6,0.66
