district,epc,hpr
BA2,62.6,0.84
BA1,62.0,0.77
BS40,57.1,0.85
BS31,67.2,0.93
BS39,61.5,0.9
BS14,71.2,1.02
BA3,64.9,0.91
BA15,36.5,0.64
BA39,77.6,1.08
BS41,44.8,0.78
