postcode,epc,hpr
BA2 3EX,91.4,1.18
BA1 2TL,58.7,0.76
BS40 8TT,56.7,0.66
BA1 2BQ,61.7,0.68
BS31 1BA,72.8,0.97
BS39 7RF,61.3,0.81
BS31 2AY,67.5,0.84
BA1 6JJ,60.4,0.84
BA1 6JH,60.5,0.84
BA2 4AR,55.2,0.67
BS31 1RE,56.8,0.91
BS31 2FS,84.1,1.17
BA2 3QU,55.3,0.69
BS40 6PT,35.0,0.74
BA2 2JP,71.9,0.89
BA1 9AG,46.5,0.67
BS31 2FH,83.7,1.17
BS39 4DH,53.5,0.94
BA1 3AP,58.0,0.64
BS14 0FF,84.6,1.17
BA2 4HH,56.9,0.66
BS31 1GA,64.8,1.02
BA1 2RR,71.5,0.93
BS31 3HT,48.9,0.74
BA2 6BL,85.7,1.16
BA1 6DG,81.6,0.98
BS39 7YZ,65.8,0.98
BA3 2HA,70.6,1.0
BS14 0PU,56.1,0.74
BA1 7PA,61.1,0.9
BA2 3PU,51.9,0.64
BA3 2JA,72.3,0.93
BA2 0JP,53.2,0.67
BA1 2QF,61.1,0.59
BA2 3PR,59.4,0.69
BA3 3YH,67.1,0.82
BS39 6LB,61.7,0.95
BA3 2EE,67.5,1.03
BA2 3RX,57.9,0.76
BS31 2HB,58.8,0.82
BA2 5BN,83.2,1.18
BS31 2ND,56.8,0.8
BA2 3LB,67.6,0.81
BA2 2EY,75.5,1.07
BA1 2PU,73.1,1.03
BA2 0BD,56.1,0.88
BA2 7EG,46.3,0.75
BA2 2UH,64.4,0.93
BA2 4BL,57.5,0.69
BS31 2DR,57.9,0.77
BA1 2QX,54.9,0.57
BA2 7UJ,54.4,0.78
BA1 7AU,74.8,0.84
BS31 2HG,55.3,0.73
BS31 2BU,67.0,0.76
BA3 4BJ,59.7,0.91
BA2 3GE,83.9,1.07
BA3 3TG,68.2,0.92
BA2 4QU,59.6,0.62
BA3 2DW,58.1,0.7
BS39 7XF,59.1,0.85
BA1 3HR,59.1,0.87
BA3 3FS,83.6,1.18
BA2 8TR,69.6,1.0
BA3 2PS,54.7,0.82
BA2 1AW,60.3,0.89
