district,epc,hpr
LE11,64.9,0.88
LE12,65.0,0.91
LE7,65.3,0.92
LE4,63.6,0.89
LE67,50.5,0.79
LE6,62.9,0.92
LE14,45.9,0.87
LE5,87.0,1.07
