postcode,epc,hpr
OX3 9JL,56.3,0.7
OX4 6HX,60.8,0.87
OX1 4UY,61.7,0.85
OX3 9LQ,60.0,0.76
OX4 3NH,71.2,0.96
OX4 1JB,60.3,0.72
OX4 7GY,69.8,1.01
OX4 3EH,68.4,0.94
OX4 1FY,71.2,1.02
OX3 7PP,64.5,0.82
OX3 8AD,59.8,0.76
OX3 8RG,77.1,0.99
OX2 0DD,54.7,0.6
OX2 6TU,55.8,0.56
OX2 7TS,78.8,1.06
OX2 0AT,61.9,0.63
OX3 8RA,71.8,0.92
OX2 6BB,64.3,0.78
OX3 7EJ,61.6,0.78
OX3 0TX,65.9,0.95
OX1 2RG,74.6,0.99
OX2 6PZ,75.1,1.01
OX2 6BS,61.5,0.74
OX3 8JF,65.4,0.86
OX4 4EW,56.3,0.6
OX4 2FA,84.3,1.12
OX4 3EQ,64.3,0.8
OX4 6RF,69.4,0.85
OX4 4LJ,51.6,0.84
OX4 7XX,63.0,0.94
OX3 9EF,76.9,1.01
OX3 8PL,69.6,0.92
OX3 8JW,59.5,0.74
OX3 0HW,63.4,0.86
OX3 8GE,83.6,1.07
OX2 8BZ,54.1,0.73
OX2 6ED,59.0,0.68
OX4 1SJ,65.5,0.77
OX3 7JS,72.2,1.0
OX4 2JJ,62.2,0.82
OX2 6DL,56.5,0.72
OX3 8BP,60.6,0.78
OX3 7AH,71.5,0.98
OX1 1SL,70.9,0.8
OX1 1JA,77.0,0.98
OX2 7EF,79.4,0.99
OX4 4AZ,70.3,0.93
OX4 4AQ,45.1,0.63
OX2 7NR,64.1,0.83
OX1 4XL,73.7,1.0
OX3 8DJ,77.7,1.02
OX2 7DR,75.7,1.04
OX3 0RL,62.9,0.86
OX2 6QT,70.5,1.01
OX4 4RN,64.9,0.89
OX3 7TJ,55.0,0.7
OX3 7QF,64.2,0.77
OX4 2FQ,75.6,1.02
OX4 3NJ,62.6,0.93
OX4 7WF,70.4,1.01
OX4 1PD,62.3,0.85
OX2 7NS,68.8,0.91
OX3 7AJ,67.9,0.88
OX4 7UT,66.6,0.93
OX1 2RQ,73.9,0.99
OX4 4JE,62.1,0.83
OX4 3PQ,61.3,0.74
OX4 2FG,75.6,1.05
OX3 9NA,70.3,0.94
OX3 8LT,67.2,0.81
OX2 7EJ,77.9,1.03
OX4 6EZ,66.2,0.96
OX3 8EF,65.8,0.89
OX4 2NB,79.6,1.04
OX4 4LT,64.4,0.92
OX2 0AE,57.6,0.63
OX3 7PW,66.8,0.83
OX4 1JP,64.5,0.79
OX3 9NR,80.1,1.01
OX2 8NU,55.0,0.71
OX1 1AG,80.1,1.01
OX3 0JG,56.1,0.76
OX1 1JE,71.4,0.99
OX4 4RH,64.4,0.92
OX4 2QA,58.2,0.73
OX3 8RU,68.3,0.89
OX4 3AS,59.7,0.67
OX3 8RL,67.3,0.86
OX3 9JX,77.2,0.99
OX2 6TQ,74.8,1.03
OX3 8NZ,54.9,0.69
OX3 8JH,72.6,1.01
OX2 6DG,63.1,0.73
OX4 2NP,56.0,0.69
OX3 8HA,57.5,0.71
OX1 4US,62.5,0.9
OX4 2JN,61.5,0.85
OX2 6AQ,79.3,1.0
OX1 2JJ,56.2,0.6
OX2 7RU,62.5,0.83
OX4 7UF,65.8,0.89
OX4 4QY,84.0,1.07
OX2 8AA,65.5,0.83
OX1 1NJ,50.9,0.63
OX4 7UA,64.5,0.94
OX3 8QL,64.9,0.82
OX3 9EG,64.8,0.86
OX4 4BA,62.3,0.85
OX3 0JE,58.5,0.74
OX3 7NJ,72.2,0.96
OX3 0PQ,66.4,0.91
OX3 0ES,57.2,0.71
OX2 7LS,75.4,0.98
OX4 2QW,67.7,0.95
OX4 4SJ,64.1,0.88
OX2 7BW,74.0,1.0
OX4 1SN,55.8,0.67
OX4 3HZ,56.4,0.71
OX1 4RD,58.5,0.73
OX4 1XZ,59.5,0.63
OX4 1XY,64.8,0.73
OX3 8DB,75.2,0.91
OX4 4TW,67.7,0.88
OX3 7NA,66.0,0.82
OX2 8DT,70.4,0.98
OX4 4GQ,93.3,1.17
OX2 7TG,68.8,0.92
OX4 1PX,60.5,0.67
OX4 3QY,65.9,0.87
OX4 3ED,61.2,0.74
OX4 4SW,65.0,0.92
OX2 0AU,65.6,0.64
OX1 4RF,57.4,0.73
OX3 8RS,71.3,0.92
OX3 8PZ,62.5,0.87
OX4 6HP,62.8,0.88
OX4 7US,71.7,1.01
OX4 6RH,66.4,0.85
OX3 9SG,67.8,0.98
OX4 7FQ,72.3,1.04
OX3 0DW,61.2,0.89
OX4 1ET,57.8,0.66
OX3 7FH,76.3,1.01
OX1 4XB,58.5,0.85
OX2 0DH,70.0,0.95
OX4 3RB,66.7,0.74
OX4 3JS,62.0,0.84
OX1 4RJ,61.5,0.76
OX3 9QB,61.2,0.7
OX4 7XT,71.6,1.01
OX2 7RB,63.7,0.74
OX3 8EN,66.3,0.96
OX3 9BG,76.4,1.02
OX4 4RR,64.2,0.91
OX3 9LL,74.0,0.96
OX4 2DN,57.8,0.67
OX4 6RA,68.9,0.79
OX3 7NW,64.3,0.84
OX3 9NE,70.9,0.95
OX1 4RW,65.5,0.83
OX4 1AR,60.6,0.7
OX3 0HL,56.8,0.72
OX4 4SE,76.5,1.01
OX3 8AR,71.2,0.82
OX3 0AY,62.8,0.81
OX2 6DF,70.6,0.97
OX1 4SP,57.0,0.63
OX3 8DA,61.8,0.82
OX3 7RF,62.7,0.77
OX4 6EB,64.5,0.79
OX4 4JD,70.2,0.96
OX2 8DX,55.7,0.75
OX2 7BQ,55.0,0.65
OX4 4AT,60.3,0.7
OX4 1PY,59.8,0.65
