outcode,epc,hpr,lat,long
BS4,64.1,0.84,51.435356,-2.5636106
BS9,59.3,0.8,51.487328,-2.6267518
BS8,61.1,0.68,51.4575672,-2.6221985
BS11,65.1,0.88,51.4973558,-2.6752683
BS3,64.7,0.81,51.4386547,-2.6031568
BS5,64.0,0.8,51.4620533,-2.5517422
BS14,65.5,0.89,51.412973,-2.5632222
BS2,69.4,0.88,51.4599036,-2.5819782
BS7,63.9,0.81,51.4869402,-2.5814899
BS16,65.4,0.87,51.4868114,-2.5100273
BS1,70.6,0.92,51.4532627,-2.5935387
BS10,65.9,0.9,51.5067451,-2.610823
BS15,64.0,0.84,51.4596293,-2.5068855
BS6,59.5,0.68,51.4707656,-2.6003841
BS13,66.4,0.91,51.4120999,-2.6119989
BS31,28.9,0.62,51.4087555,-2.4924616
BS81,81.0,1.03,nan,nan
SE13,82.0,0.92,51.4594042,-0.0095672
B5,80.0,1.0,52.4694163,-1.8975868
E3,82.0,1.0,51.527941,-0.0252696
B78,77.0,1.06,52.6055691,-1.6733206
BS27,74.0,0.73,51.272182,-2.7717346
B8,65.0,0.59,52.4911095,-1.8413277
HA8,84.0,1.08,51.6113532,-0.2739101
SE15,62.0,0.39,51.4727365,-0.0656967
