sector,epc,hpr,lat,long
GL18 1,66.4,0.95,-2.407986362934364,51.93034571042472
GL16 8,65.0,0.93,-2.6201768060344834,51.78942915517243
GL14 2,62.0,0.87,-2.500190614814814,51.82197911111113
NP16 7,61.6,0.9,-2.65870225,51.65324123979592
GL15 5,67.4,0.96,-2.5270235756457557,51.726532712177125
GL16 7,61.9,0.92,-2.604793391304348,51.80246838260869
GL17 0,56.1,0.86,-2.474489297297301,51.8657611119691
GL17 9,52.2,0.83,-2.547526142857141,51.84901025563913
GL14 3,63.1,0.9,-2.497709974683544,51.814546746835454
GL18 2,52.9,0.85,-2.4408677999999995,51.983255184615366
GL15 6,53.6,0.85,-2.598541567375885,51.72984335815603
GL15 4,53.6,0.85,-2.521563734177213,51.75803938396624
GL19 3,54.6,0.89,-2.342802492957746,51.937423553990605
GL14 1,55.5,0.81,-2.4317453372093016,51.812405494186045
NP25 4,56.0,0.86,-2.722235959999999,51.76621372
GL2 8,48.9,0.81,-2.309799357142857,51.875867337662335
HR8 1,49.7,0.83,-2.421055704545456,52.05377326818182
GL17 8,85.5,1.17,nan,nan
WR13 6,52.2,0.73,-2.3286574470046064,52.06501595852532
HR8 2,41.6,0.79,-2.461440414925373,52.03855294626862
HR9 7,47.9,0.75,-2.547041623268699,51.92070533241
GL19 4,74.9,1.06,-2.224076303571428,51.95730161904761
NP16 6,46.0,0.75,-2.727050878676472,51.66516100735295
GL19 9,82.0,1.15,nan,nan
HR9 5,31.0,0.7,-2.5787214917355388,51.90215673966946
GL17 7,82.0,1.17,nan,nan
GL15 3,75.0,1.08,nan,nan
GL15 0,65.0,0.61,nan,nan
