district,epc,hpr
MK19,66.8,0.95
NN12,63.8,0.94
NN7,62.9,0.9
OX17,61.3,0.9
NN13,67.2,0.97
NN4,72.2,1.01
NN11,50.6,0.85
MK16,48.0,0.87
MK18,49.7,0.93
OX27,44.0,0.72
