postcode,epc,hpr
CH5 2AB,61.0,0.91
CH7 2AW,62.5,0.87
CH8 7NG,56.5,0.68
CH8 8SU,39.4,0.74
CH7 4AB,62.9,0.96
CH4 0QY,64.2,0.9
CH8 9JQ,55.6,0.89
CH5 2FA,70.8,1.03
LL18 6EA,42.6,0.65
CH7 3PQ,83.4,1.18
LL19 9TH,56.3,0.81
CH7 3ER,52.3,0.71
CH4 0BJ,58.4,0.73
CH5 4YH,68.7,0.99
CH6 5JE,64.7,0.9
CH8 7AE,60.5,0.83
CH6 5JA,79.5,0.92
CH4 0QE,62.3,0.85
LL11 5LP,55.0,0.94
CH5 2EJ,71.6,1.0
CH5 2ND,59.0,0.66
CH7 6QX,78.8,0.99
CH8 9UE,43.9,0.67
CH7 5DR,64.3,0.97
CH8 7DS,59.5,0.86
CH5 4YQ,65.6,0.96
CH8 8RG,47.5,0.83
CH8 9LE,58.7,0.9
CH5 3JF,62.7,0.92
CH7 6NS,82.4,1.18
CH5 4JN,61.8,0.9
CH5 2PP,56.9,0.7
CH4 8PY,74.4,1.02
CH6 5TT,60.1,0.87
CH7 1PP,57.6,0.83
CH4 0EG,42.2,0.79
CH4 8TJ,64.8,0.96
CH4 0FQ,83.2,1.13
CH6 6HE,65.0,0.87
CH6 5BR,69.4,0.77
CH7 3AS,73.0,0.96
LL18 6EL,62.9,0.96
CH7 6FX,84.2,1.18
CH6 6DE,66.6,0.82
CH7 2BE,71.6,0.99
CH8 9SN,47.9,0.7
CH1 6HB,76.0,1.07
CH7 1JD,66.2,0.88
CH8 8HP,50.0,0.79
LL12 9DW,45.5,0.65
CH4 0QA,65.6,0.92
CH5 3BU,79.0,1.13
CH6 5NX,65.9,0.93
CH7 1LR,62.6,0.79
CH8 7LH,52.3,0.66
CH7 3AZ,67.4,0.99
CH8 7ND,63.3,0.92
CH5 3NG,41.9,0.82
CH6 5WP,85.0,1.18
LL12 9PD,60.1,0.86
CH8 9QS,52.7,0.88
CH7 2HX,62.4,0.92
CH7 5HD,54.2,0.8
CH7 6AZ,53.9,1.02
LL18 6PD,44.3,0.92
CH5 1DH,58.1,0.72
CH7 6QE,74.2,1.01
CH8 8QW,53.0,0.84
CH7 2EN,46.8,0.71
CH6 5FT,81.6,1.17
CH4 0LU,84.2,1.17
CH4 0SD,68.2,0.95
CH7 1FR,83.8,1.18
CH6 5PT,65.3,0.88
CH5 4DH,56.7,0.72
CH8 8QB,38.5,0.81
CH8 8EA,69.1,1.01
CH7 5LL,51.2,0.83
CH8 9JH,40.7,0.74
CH7 2QN,62.4,0.95
CH7 3GB,79.6,1.11
CH5 4ES,80.1,1.11
CH8 9BZ,41.2,0.81
CH7 6PS,38.4,0.69
LL18 6PE,53.2,0.98
CH7 6LT,45.3,0.75
CH7 1SN,65.8,1.02
LL18 6ED,47.4,0.72
CH8 7SE,66.3,0.99
CH7 6BZ,63.0,0.92
LL12 9PX,76.6,1.16
CH4 0SB,73.9,1.06
CH7 3DN,79.6,1.05
CH5 3HS,69.6,1.04
CH7 3AB,70.6,1.02
CH7 1NB,61.2,0.86
CH4 0JZ,56.2,0.9
CH8 7BW,45.5,0.66
CH5 4BS,68.6,0.96
CH6 5SD,69.2,0.98
CH7 6SB,48.8,0.81
LL12 9AF,64.1,0.91
CH6 5HR,66.8,0.93
CH8 9NA,19.4,0.5
CH7 2RD,73.3,1.04
CH6 5NE,61.9,0.87
CH5 4RB,54.0,0.75
CH8 7LB,90.4,1.18
CH7 3DU,57.3,0.84
CH5 4NS,69.3,0.98
CH7 6UH,60.6,0.94
CH7 5PZ,58.3,0.99
CH7 3PH,64.7,0.98
CH8 9EJ,49.1,0.8
CH6 5QJ,58.7,0.91
CH8 9RD,35.1,0.82
CH7 1US,61.5,0.92
CH7 1UQ,55.8,0.86
CH7 1XH,68.2,1.04
CH5 1BZ,50.6,0.72
CH7 1GN,74.1,0.98
CH7 5BY,61.3,0.92
CH5 1XJ,61.5,0.95
CH7 4NB,50.9,0.85
CH5 4JX,65.0,0.92
CH7 6DP,61.5,0.93
CH7 3AE,55.9,0.73
CH7 6PL,47.7,0.81
CH4 8QJ,80.0,1.05
CH7 4RN,65.2,0.95
CH7 3LX,68.2,1.03
CH7 3PU,81.5,1.09
CH5 3JL,60.0,0.99
CH7 6QQ,54.7,0.81
CH4 0AZ,68.5,0.95
CH5 4DT,64.5,0.96
CH5 3JW,56.0,0.95
CH4 0AW,84.2,1.18
CH7 3LN,43.2,0.79
CH5 4SB,72.0,0.92
CH7 6EH,72.0,1.03
CH5 4QP,58.8,0.87
CH5 3QR,47.7,0.51
CH4 0RD,72.0,1.07
CH7 5DS,60.7,0.92
CH5 3LS,61.3,0.78
CH7 3JT,74.0,1.07
CH4 0NR,60.4,0.72
CH5 2EF,77.2,0.96
CH8 9QF,47.2,0.76
CH4 8GA,61.8,0.8
CH4 0RZ,65.1,0.93
CH4 0RE,62.8,0.91
CH5 1AN,59.6,0.69
CH7 6TP,61.8,0.94
CH5 4JW,64.1,0.93
CH5 4LG,59.9,0.84
CH5 2HJ,58.7,0.85
CH5 2HL,68.0,0.98
CH4 0JE,58.7,0.82
CH7 3GJ,82.2,1.17
CH7 1HJ,69.0,0.85
CH7 1QW,60.3,0.9
LL11 5FW,79.6,1.16
CH4 9GD,85.1,1.18
CH5 4HE,72.0,1.02
CH5 4JZ,62.5,0.93
CH6 5AG,44.5,0.82
CH5 4XP,68.3,0.98
CH5 2AG,61.5,0.84
CH8 9PF,60.1,0.9
CH8 8AR,60.7,1.0
CH7 1GT,71.6,1.01
CH5 3SS,83.2,1.18
CH7 1HR,63.9,0.94
CH5 4YA,69.6,1.01
CH5 3GR,80.4,1.11
CH7 4SB,55.4,0.82
CH8 9JA,58.3,0.88
CH7 3LJ,53.9,0.76
CH5 1AU,53.6,0.71
CH8 8BB,48.0,0.76
CH7 5EN,48.7,0.87
CH6 6HT,47.0,0.72
CH8 9PS,49.8,0.83
CH8 7BN,51.3,0.64
CH5 4BJ,58.6,0.86
CH7 4AL,82.3,1.15
CH8 9NS,58.2,0.98
CH8 7BL,55.1,0.74
CH5 1XD,58.3,0.89
CH7 6QJ,64.9,0.82
CH7 6YE,62.4,1.0
CH5 3NY,42.6,0.55
CH7 2LF,66.0,0.96
CH8 9UL,45.4,0.58
CH6 6DJ,63.0,0.95
CH5 1BN,64.8,0.93
CH4 9DY,58.3,0.96
CH8 8ES,38.3,0.73
CH5 1XX,63.3,0.91
LL12 9PT,56.1,0.91
CH6 5PP,63.5,0.87
CH5 4JE,59.0,0.83
LL12 9AU,51.5,0.82
CH8 7QX,72.8,0.88
CH8 7SQ,61.7,0.94
CH4 8SU,72.2,1.01
LL12 9BB,59.2,0.83
CH8 7FA,66.9,1.0
CH6 5QL,61.7,0.97
LL12 9HN,71.5,0.96
CH5 1QP,65.8,0.92
CH5 3TQ,61.8,0.99
CH4 0PS,70.2,1.0
CH7 3EW,67.7,1.0
CH7 2JA,61.3,0.74
CH6 5NG,69.9,0.78
CH6 5FA,84.3,1.07
CH5 4YB,71.5,1.0
CH8 8SH,60.5,0.86
CH7 1FJ,83.9,1.17
CH7 5BG,31.5,0.7
CH7 6AY,73.7,0.99
CH5 4LH,63.4,0.88
CH7 2AB,62.7,0.9
CH5 3PQ,48.7,0.74
CH5 2SS,62.6,0.89
CH5 3JY,62.8,0.91
CH7 2RE,80.2,1.12
CH6 5DL,59.1,0.89
CH5 1DP,55.8,0.67
LL11 5EP,61.7,0.95
CH7 4UJ,67.2,0.98
CH6 6JR,71.2,0.97
CH7 2DN,83.0,1.18
CH6 5UW,70.3,1.04
CH5 3GJ,79.5,1.14
