sector,epc,hpr,lat,long
CH5 2,65.3,0.92,-3.009510412765957,53.20760994893613
CH7 2,64.8,0.93,-3.083247572139304,53.16634856218903
CH8 7,63.1,0.88,-3.218377806451613,53.277789304659485
CH8 8,52.4,0.85,-3.234459899497487,53.25285572361811
CH7 4,57.2,0.87,-3.125860069105693,53.12743991056909
CH4 0,67.3,0.96,-3.0065198487972524,53.159825364261145
CH8 9,49.5,0.81,-3.2974183928571423,53.32052329591836
LL18 6,54.2,0.89,-3.4053501775700927,53.303185130841136
CH7 3,68.3,0.97,-3.0705824855769226,53.172227831730766
LL19 9,57.9,0.85,-3.39127287978142,53.33356321311479
CH5 4,64.6,0.91,-3.0659157786885243,53.2146863060109
CH6 5,66.0,0.91,-3.132641287037036,53.2420220308642
LL11 5,58.8,0.93,-3.063749746835442,53.07364374683545
CH7 6,62.0,0.92,-3.1188788676056345,53.18849701971829
CH7 5,50.2,0.84,-3.233170080645162,53.19162128225808
CH5 3,63.0,0.93,-3.041831055737706,53.18645145901641
CH4 8,67.3,0.93,-2.919879036290325,53.17636008467742
CH7 1,66.0,0.93,-3.143795957654724,53.165763188925126
CH6 6,63.9,0.9,-3.177190655172412,53.2696896810345
CH1 6,55.6,0.9,-2.9431509435028245,53.230056587570616
LL12 9,60.3,0.87,-3.0341971633663367,53.10756672277221
CH5 1,60.5,0.84,-3.0385496904761897,53.207031133333295
CH4 9,62.9,0.94,-2.947153841176472,53.14686084705884
CH8 1,80.0,0.93,nan,nan
CH6 3,83.0,1.18,nan,nan
CH51 1,30.0,0.4,nan,nan
CH7 9,67.0,1.01,-3.1427019999999994,53.169091
CH7 0,84.0,1.18,nan,nan
