outcode,epc,hpr,lat,long
NP26,68.3,0.95,51.5909077,-2.7788809
NP7,61.6,0.87,51.8294388,-3.0112466
NP15,58.2,0.86,51.7263322,-2.8867108
NP16,62.8,0.89,51.6504671,-2.6898185
NP25,63.9,0.91,51.8025304,-2.7242692
NP18,49.3,0.82,51.6087786,-2.9423237
NP4,65.9,0.96,51.7193671,-3.0470946
NP44,44.2,0.77,51.6512296,-3.0279524
GL16,52.1,0.82,51.795578,-2.6128048
NP5,102.0,1.2,nan,nan
NP8,62.6,0.93,51.8618552,-3.1546668
NP23,58.5,0.77,51.785403,-3.1974216
