sector,epc,hpr,lat,long
NP26 5,68.7,0.96,-2.7420684043715857,51.59542942076503
NP7 8,50.6,0.82,-2.9146345310734465,51.86877015254236
NP7 5,63.8,0.84,-3.017327921568626,51.82312434313728
NP7 9,61.1,0.89,-3.008161967611336,51.79983972469638
NP15 1,58.5,0.86,-2.893919832713755,51.7034020148699
NP16 5,65.4,0.89,-2.6758858252427187,51.63570254045307
NP26 4,68.6,0.93,-2.755868642857144,51.59285778571428
NP25 4,53.3,0.85,-2.722235959999999,51.76621372
NP18 1,49.3,0.82,-2.95586528742515,51.618864005988016
NP25 3,63.8,0.87,-2.7088201173469377,51.81556452551019
NP15 2,57.4,0.86,-2.87033857364341,51.77502292248064
NP25 5,68.9,0.97,-2.7415817871287134,51.82125828217826
NP4 0,64.7,0.94,-2.997710145728643,51.70591255778896
NP16 6,56.2,0.88,-2.727050878676472,51.66516100735295
NP26 3,67.5,0.97,-2.81934675,51.58685386363636
NP7 6,69.2,0.95,-3.010053706666666,51.83443332000002
NP7 0,57.7,0.87,-3.1079013400000024,51.817758806666646
NP4 8,73.2,1.07,-3.042607164502164,51.71717441125541
NP7 7,57.2,0.81,-3.028750947761196,51.8497594477612
NP44 2,44.2,0.77,-3.007493559748426,51.6613565283019
GL16 8,52.1,0.82,-2.6201768060344834,51.78942915517243
NP25 2,48.0,1.0,nan,nan
NP16 7,80.5,1.12,-2.65870225,51.65324123979592
NP5 3,102.0,1.2,nan,nan
NP8 1,62.6,0.93,-3.1546427606382967,51.86181123936172
NP16 4,84.0,1.18,nan,nan
NP23 4,58.5,0.77,-3.173800535055352,51.79366343542432
NP4 9,59.0,0.9,-3.083931770334929,51.773578660287065
NP7 1,22.5,0.51,-3.0195715000000005,51.82170474999998
