district,epc,hpr
TS17,67.7,0.95
TS19,65.0,0.92
TS18,64.1,0.87
TS23,64.6,0.9
TS16,64.7,0.92
TS15,68.5,0.98
TS22,70.1,1.0
TS20,64.0,0.89
TS21,63.8,0.94
TS2,66.5,0.95
TS8,58.2,0.86
DL2,53.0,0.81
